lambda (nm),counts
736.461,-132.17
736.785,-98.17
737.108,34.83
737.432,-203.17
737.756,-127.17
0.738,-175.17
738.403,-241.17
738.727,-96.17
0.739,-41.17
739.374,-294.17
739.697,-269.17
0.740,-108.17
740.344,-138.17
740.667,15.83
0.741,-194.17
741.313,-111.17
741.636,-263.17
0.742,-102.17
742.283,-165.17
742.606,-309.17
742.929,-222.17
743.251,-79.17
743.574,-76.17
743.897,-104.17
0.744,-205.17
744.543,-110.17
744.865,-197.17
745.188,-143.17
745.511,-341.17
745.833,50.83
746.156,-149.17
746.478,108.83
0.747,-76.17
747.123,-126.17
747.445,366.83
747.767,-91.17
0.748,-146.17
748.412,-139.17
748.734,-88.17
749.056,-100.17
749.378,-66.17
0.750,-103.17
750.022,-115.17
750.344,-117.17
750.666,-147.17
750.988,-61.17
751.309,-124.17
751.631,-127.17
751.953,-199.17
752.274,-217.17
752.596,230.83
752.918,-129.17
753.239,75.83
0.754,-112.17
753.882,-61.17
754.203,-86.17
754.525,-109.17
754.846,-239.17
755.167,-167.17
755.488,-107.17
755.809,-183.17
0.756,-90.17
756.451,-178.17
756.772,-138.17
757.093,-205.17
757.414,-71.17
757.735,-194.17
758.056,-225.17
758.377,-27.17
758.697,-108.17
759.018,-43.17
759.339,-176.17
759.659,-145.17
0.760,-116.17
0.760,-198.17
760.621,-140.17
760.941,-183.17
761.262,-140.17
761.582,-187.17
761.902,-188.17
762.222,-102.17
762.543,-187.17
762.863,-221.17
763.183,-98.17
763.503,-29.17
763.823,-258.17
764.143,-220.17
764.463,-139.17
764.782,18.83
765.102,-191.17
765.422,-111.17
765.742,-104.17
766.061,144.83
766.381,-219.17
766.701,-192.17
0.767,-151.17
0.767,-144.17
767.659,-175.17
767.978,-253.17
768.298,115.83
768.617,-193.17
768.936,-115.17
769.255,-73.17
769.575,-184.17
769.894,-150.17
770.213,-109.17
770.532,-184.17
770.851,-181.17
0.771,-171.17
771.489,-257.17
771.807,-114.17
772.126,-229.17
772.445,-115.17
772.764,-36.17
773.082,-126.17
773.401,-91.17
773.719,4.83
774.038,-253.17
774.356,-186.17
774.675,-212.17
774.993,7.83
775.312,-191.17
0.776,-11.17
775.948,-118.17
776.266,188.83
776.584,-246.17
776.902,-240.17
777.221,-166.17
777.539,-179.17
777.856,-142.17
778.174,-93.17
778.492,-178.17
0.779,-97.17
779.128,3.83
779.446,-269.17
779.763,-175.17
780.081,-204.17
780.398,-289.17
780.716,-160.17
781.033,-189.17
781.351,-188.17
781.668,-122.17
781.986,7.83
782.303,-123.17
0.783,-92.17
782.937,-202.17
783.255,-175.17
783.572,-105.17
783.889,-174.17
784.206,-128.17
784.523,-195.17
0.785,-126.17
785.157,-269.17
785.473,-173.17
0.786,-236.17
786.107,-223.17
786.424,-55.17
0.787,-151.17
787.057,-214.17
787.373,-93.17
0.788,-26.17
788.006,39.83
788.323,193.83
788.639,867.83
788.956,-201.17
789.272,-111.17
789.588,-163.17
789.904,-53.17
0.790,-14.17
790.536,-72.17
790.852,219.83
791.168,-135.17
791.484,-162.17
0.792,-77.17
792.116,-132.17
792.432,-214.17
792.748,-86.17
793.063,-10.17
793.379,-185.17
793.695,-91.17
0.794,-218.17
794.326,48.83
794.641,-273.17
794.957,-81.17
795.272,-73.17
795.587,-211.17
795.903,-143.17
796.218,-235.17
796.533,-25.17
796.848,63.83
797.163,-128.17
797.479,-143.17
797.794,-86.17
798.108,-147.17
798.423,-88.17
798.738,-116.17
799.053,-49.17
799.368,-220.17
799.683,-214.17
799.997,-154.17
800.312,-150.17
800.626,-177.17
800.941,55.83
801.255,-58.17
0.802,-25.17
801.884,-198.17
802.199,-168.17
802.513,308.83
802.827,-176.17
803.141,-178.17
803.456,-156.17
0.804,-165.17
804.084,-211.17
804.398,-83.17
804.712,-94.17
805.026,-217.17
0.805,-138.17
805.653,14.83
805.967,-201.17
806.281,-29.17
806.595,-59.17
806.908,-21.17
807.222,-201.17
807.535,-6.17
807.849,-18.17
808.162,-77.17
808.476,-179.17
808.789,-55.17
809.102,-149.17
809.416,-242.17
809.729,52.83
810.042,310.83
810.355,-169.17
810.668,-50.17
810.981,-99.17
811.294,-117.17
811.607,-119.17
0.812,-46.17
812.233,-76.17
812.546,-92.17
812.858,-275.17
813.171,-33.17
813.484,-148.17
813.796,-187.17
814.109,-80.17
814.421,-221.17
814.734,-87.17
815.046,-144.17
815.358,25.83
815.671,-158.17
815.983,-183.17
816.295,-118.17
816.607,-131.17
0.817,22.83
817.232,-71.17
817.544,56.83
817.856,-151.17
818.168,-132.17
818.479,-95.17
818.791,-79.17
819.103,-144.17
819.415,-133.17
819.726,-154.17
820.038,-239.17
0.820,-174.17
820.661,-223.17
820.973,-224.17
821.284,-161.17
821.596,-88.17
821.907,1238.83
822.218,-17.17
822.529,-114.17
822.841,-230.17
823.152,-204.17
823.463,-47.17
823.774,-84.17
824.085,-30.17
824.396,19.83
824.707,-125.17
825.018,-104.17
825.329,-160.17
825.639,-33.17
0.826,-13.17
826.261,4.83
826.571,608.83
826.882,-287.17
827.193,-173.17
827.503,896.83
827.813,-186.17
828.124,41.83
828.434,-222.17
828.744,63.83
829.055,-55.17
829.365,-68.17
829.675,-197.17
829.985,-88.17
830.295,-135.17
830.605,-28.17
830.915,-91.17
831.225,-59.17
831.535,-225.17
831.845,-132.17
832.155,-131.17
832.464,10.83
832.774,-174.17
833.084,-180.17
833.393,-216.17
833.703,44.83
834.012,-234.17
834.322,-253.17
834.631,-159.17
0.835,-170.17
0.835,32.83
835.559,-128.17
835.868,60.83
836.177,-88.17
836.486,28.83
836.795,11.83
837.104,-159.17
837.413,-6.17
837.722,-133.17
838.031,-3.17
0.838,-106.17
838.648,-132.17
838.957,-31.17
839.266,-52.17
839.574,-20.17
839.883,-105.17
840.191,-126.17
0.841,-114.17
840.808,-154.17
841.117,-15.17
841.425,-158.17
841.733,-79.17
842.041,-39.17
0.842,-127.17
842.658,-60.17
842.966,-86.17
843.274,-102.17
843.582,-190.17
0.844,-291.17
844.198,-194.17
844.505,119.83
844.813,10.83
845.121,-45.17
845.429,-144.17
845.736,-316.17
846.044,13.83
846.351,-129.17
846.659,-205.17
846.966,-102.17
847.274,-108.17
847.581,-228.17
847.888,-104.17
848.196,-26.17
848.503,-230.17
0.849,-198.17
849.117,-146.17
849.424,-91.17
849.731,-64.17
850.038,547.83
850.345,-67.17
850.652,-139.17
850.959,-61.17
851.265,-0.17
851.572,-73.17
851.879,-201.17
852.185,-148.17
852.492,-187.17
852.798,-46.17
853.105,-255.17
853.411,-90.17
853.718,-175.17
854.024,-1.17
0.854,-100.17
854.636,-137.17
854.943,-188.17
855.249,-51.17
855.555,-110.17
855.861,-34.17
856.167,-210.17
856.473,-1.17
856.779,-49.17
857.084,-134.17
0.857,45.83
857.696,-37.17
858.002,-12.17
858.307,-189.17
858.613,-103.17
858.918,-69.17
859.224,-112.17
859.529,-0.17
859.835,-97.17
0.860,123.83
860.445,-17.17
0.861,5.83
861.056,-53.17
861.361,-68.17
861.666,-156.17
861.971,-175.17
862.276,-77.17
862.581,23.83
862.886,-173.17
0.863,86.83
863.495,-162.17
0.864,-6.17
864.105,-76.17
864.409,-33.17
864.714,-160.17
865.018,-127.17
865.323,-152.17
865.627,-236.17
865.932,-112.17
866.236,14.83
0.867,-121.17
866.845,-79.17
867.149,-112.17
867.453,27.83
867.757,-233.17
868.061,-127.17
868.365,-233.17
868.669,-220.17
868.973,-138.17
869.277,-85.17
869.581,41.83
869.884,-121.17
870.188,-90.17
870.492,91.83
870.795,-95.17
871.099,-69.17
871.402,-260.17
871.706,8.83
872.009,-26.17
872.313,-52.17
872.616,-141.17
872.919,-146.17
873.222,-197.17
873.526,-105.17
873.829,-41.17
874.132,-68.17
874.435,-35.17
874.738,-150.17
875.041,-92.17
875.344,-170.17
875.646,-106.17
875.949,-109.17
876.252,-209.17
876.554,-96.17
876.857,-226.17
0.877,93.83
877.462,-42.17
877.765,118.83
878.067,-173.17
878.369,3.83
878.672,45.83
878.974,18.83
879.276,-88.17
879.578,-115.17
0.880,15.83
880.182,-177.17
880.484,-136.17
880.786,-0.17
881.088,-97.17
0.881,-42.17
881.692,-26.17
881.994,-27.17
882.296,-34.17
882.597,-191.17
882.899,-52.17
0.883,-126.17
883.502,-25.17
883.803,-108.17
884.105,515.83
884.406,-136.17
884.707,-22.17
885.009,-211.17
0.885,-196.17
885.611,-77.17
885.912,-140.17
886.213,-20.17
886.514,-202.17
886.815,618.83
887.116,-6.17
887.417,-79.17
887.718,66.83
888.019,20.83
888.319,-38.17
0.889,-94.17
888.921,-163.17
889.221,-192.17
889.522,76.83
889.822,-202.17
890.122,-163.17
890.423,-120.17
890.723,-52.17
891.023,-169.17
891.324,-15.17
891.624,62.83
891.924,-53.17
892.224,-139.17
892.524,-80.17
892.824,-116.17
893.124,19.83
893.424,-84.17
893.723,-98.17
894.023,-114.17
894.323,-207.17
894.623,-119.17
894.922,-35.17
895.222,47.83
895.521,-178.17
895.821,-240.17
0.896,-178.17
896.419,-183.17
896.719,-83.17
897.018,-93.17
897.317,102.83
897.616,-43.17
897.915,-69.17
898.215,-52.17
898.514,93.83
898.812,-127.17
899.111,230.83
0.899,-81.17
899.709,491.83
900.008,-39.17
900.306,-202.17
900.605,-118.17
900.904,-127.17
901.202,-146.17
901.501,-112.17
901.799,-92.17
902.098,-119.17
902.396,-59.17
902.694,11.83
902.992,-5.17
903.291,-131.17
903.589,-37.17
903.887,-163.17
904.185,104.83
904.483,36.83
