lambda (nm),counts
228.622,-351.33
0.229,-234.33
229.378,-222.33
229.756,-408.33
230.133,-486.33
230.511,-505.33
230.889,-414.33
231.267,-496.33
231.644,-282.33
232.022,-440.33
232.399,-157.33
232.777,-93.33
233.154,-436.33
233.532,-335.33
233.909,-356.33
234.287,-106.33
234.664,-138.33
235.042,-521.33
235.419,-517.33
235.796,-142.33
236.174,-414.33
236.551,-285.33
236.928,-634.33
237.305,-349.33
237.682,-443.33
0.238,-387.33
238.437,-242.33
238.814,-37.33
239.191,-362.33
239.568,-278.33
239.945,-334.33
240.322,-289.33
240.699,-355.33
241.076,-431.33
241.452,-356.33
241.829,-483.33
242.206,-170.33
242.583,-21.33
0.243,-382.33
243.336,-117.33
243.713,275.67
0.244,-147.33
244.466,-419.33
244.843,-252.33
245.219,-339.33
245.596,-228.33
245.972,-320.33
246.349,-402.33
246.725,-471.33
247.102,-407.33
247.478,-419.33
247.855,-226.33
248.231,-390.33
248.607,-645.33
248.983,-355.33
0.249,821.67
249.736,-496.33
250.112,-453.33
250.488,-295.33
250.864,-367.33
0.251,-526.33
251.616,-283.33
251.992,-412.33
252.368,-441.33
252.744,-387.33
0.253,561.67
253.496,-378.33
253.872,553.67
254.248,-308.33
254.624,-381.33
254.999,-344.33
255.375,-273.33
255.751,-395.33
256.126,-459.33
256.502,-435.33
256.878,-463.33
257.253,-429.33
257.629,-506.33
258.004,-366.33
0.258,-381.33
258.755,-366.33
259.131,-454.33
259.506,-289.33
259.882,9.67
260.257,-418.33
260.632,-372.33
261.007,-445.33
261.383,-369.33
261.758,-450.33
262.133,-224.33
262.508,-458.33
262.883,-190.33
263.258,-207.33
263.633,-274.33
264.008,-468.33
264.383,-366.33
264.758,-113.33
265.133,-110.33
265.508,-283.33
265.883,-189.33
266.258,-411.33
266.633,-566.33
267.008,-365.33
267.382,-476.33
267.757,-303.33
268.132,-519.33
268.506,-332.33
268.881,-408.33
269.256,-448.33
0.270,-453.33
270.005,-436.33
270.379,-336.33
270.754,-237.33
271.128,-430.33
271.502,-437.33
271.877,-507.33
272.251,-429.33
272.626,-446.33
0.273,-309.33
273.374,-534.33
273.748,-330.33
274.122,-330.33
274.497,-560.33
274.871,-197.33
275.245,-427.33
275.619,-513.33
275.993,-225.33
276.367,-534.33
276.741,-274.33
277.115,-280.33
277.489,-411.33
277.863,-432.33
278.236,-436.33
0.279,-220.33
278.984,551.67
279.358,-456.33
279.732,-277.33
280.105,-403.33
280.479,-337.33
280.852,-406.33
281.226,-388.33
0.282,-349.33
281.973,-402.33
282.347,-421.33
0.283,-208.33
283.094,-341.33
283.467,-280.33
0.284,-446.33
284.214,-143.33
284.587,-391.33
0.285,-282.33
285.333,-340.33
285.707,-483.33
0.286,-286.33
286.453,-251.33
286.826,529.67
287.199,-268.33
287.572,-295.33
287.945,-336.33
288.318,-316.33
288.691,-200.33
289.064,-330.33
289.437,-412.33
0.290,-279.33
290.183,-308.33
290.556,-177.33
290.928,-388.33
291.301,-536.33
291.674,-573.33
292.046,-353.33
292.419,-94.33
292.792,-540.33
293.164,-317.33
293.537,-356.33
293.909,-443.33
294.282,-399.33
294.654,-271.33
295.027,-429.33
295.399,-530.33
295.771,-391.33
296.144,-276.33
296.516,-119.33
296.888,-112.33
297.261,319.67
297.633,-318.33
298.005,-281.33
298.377,282.67
298.749,-569.33
299.121,-348.33
299.493,-608.33
299.865,-504.33
300.237,-536.33
300.609,-278.33
300.981,-132.33
301.353,-281.33
301.725,-425.33
302.097,-265.33
302.468,-380.33
0.303,-413.33
303.212,-186.33
303.584,-393.33
303.955,-384.33
304.327,-436.33
304.698,-499.33
0.305,-335.33
305.442,-430.33
305.813,-212.33
306.184,-120.33
306.556,589.67
306.927,-461.33
307.299,-429.33
0.308,-416.33
308.041,-332.33
308.413,-335.33
308.784,-311.33
309.155,-373.33
309.526,-336.33
309.897,-417.33
310.268,-186.33
0.311,-398.33
311.011,-401.33
311.382,-194.33
311.753,-373.33
312.123,-294.33
312.494,-241.33
312.865,-442.33
313.236,-518.33
313.607,-429.33
313.978,-442.33
314.348,-349.33
314.719,-299.33
0.315,-378.33
315.461,-172.33
315.831,-163.33
316.202,-528.33
316.572,-443.33
316.943,-391.33
317.313,-120.33
317.684,-495.33
318.054,-590.33
318.425,-394.33
318.795,-440.33
319.165,-356.33
319.536,-186.33
319.906,-365.33
320.276,-467.33
320.646,-395.33
321.016,-414.33
321.387,-364.33
321.757,-271.33
322.127,-418.33
322.497,-405.33
322.867,-246.33
323.237,-528.33
323.607,-346.33
323.977,-267.33
324.346,-460.33
324.716,-407.33
325.086,-578.33
325.456,-343.33
325.826,-514.33
326.195,-234.33
326.565,-156.33
326.935,-362.33
327.304,-325.33
327.674,-469.33
328.043,-282.33
328.413,-395.33
328.782,-83.33
329.152,-221.33
329.521,-491.33
329.891,-506.33
0.330,-375.33
330.629,-458.33
330.999,-358.33
331.368,-439.33
331.737,-308.33
332.106,-338.33
332.475,-330.33
332.845,-211.33
333.214,-332.33
333.583,-488.33
333.952,-35.33
334.321,-478.33
0.335,-374.33
335.059,-209.33
335.427,-388.33
335.796,-480.33
336.165,-550.33
336.534,-476.33
336.903,-531.33
337.271,-462.33
0.338,-154.33
338.009,-360.33
338.377,-189.33
338.746,-390.33
339.114,330.67
339.483,-69.33
339.852,-304.33
0.340,-387.33
340.588,-217.33
340.957,-351.33
341.325,-516.33
341.693,-167.33
342.062,-369.33
0.342,-467.33
342.798,-410.33
343.166,-261.33
343.535,-488.33
343.903,-351.33
344.271,-326.33
344.639,532.67
345.007,-234.33
345.375,-386.33
345.743,-370.33
346.111,-516.33
346.479,-353.33
346.847,-435.33
347.214,-414.33
347.582,-398.33
0.348,-413.33
348.318,-239.33
348.685,-380.33
349.053,-261.33
349.421,-361.33
349.788,-275.33
350.156,-299.33
350.523,-420.33
350.891,-482.33
351.258,-461.33
351.626,-416.33
351.993,-399.33
0.352,-533.33
352.728,-345.33
353.095,-371.33
353.462,-429.33
0.354,-495.33
354.197,-369.33
354.564,-188.33
354.931,-370.33
355.298,-163.33
355.665,602.67
356.032,-563.33
356.399,-141.33
356.766,-371.33
357.133,-492.33
0.358,-424.33
357.867,203.67
358.234,-320.33
0.359,-368.33
358.967,-417.33
359.334,-430.33
359.701,-259.33
360.067,-461.33
360.434,-226.33
360.801,-262.33
361.167,-290.33
361.534,-531.33
0.362,-480.33
362.267,-331.33
362.633,-433.33
362.999,-578.33
363.366,-319.33
363.732,-353.33
364.098,-400.33
364.465,-402.33
364.831,-389.33
365.197,-298.33
365.563,-221.33
365.929,-244.33
366.295,-420.33
366.661,-363.33
367.027,-271.33
367.393,-415.33
367.759,-441.33
368.125,254.67
368.491,-271.33
368.857,-444.33
369.223,-223.33
369.589,-303.33
369.954,-345.33
0.370,-69.33
370.686,-492.33
371.051,-333.33
371.417,-456.33
371.782,-445.33
372.148,-443.33
372.513,-356.33
372.879,-365.33
373.244,-383.33
0.374,-274.33
373.975,-541.33
374.341,-392.33
374.706,-317.33
375.071,-483.33
375.436,-276.33
375.802,-407.33
376.167,-338.33
376.532,-416.33
376.897,-347.33
377.262,-357.33
377.627,-249.33
377.992,-206.33
378.357,-326.33
378.722,-573.33
379.087,-475.33
379.452,-370.33
379.816,-383.33
380.181,-435.33
380.546,-390.33
380.911,-364.33
381.275,-209.33
0.382,-485.33
382.005,-257.33
382.369,-527.33
382.734,-62.33
383.098,-357.33
383.463,-182.33
383.827,-288.33
384.192,-397.33
384.556,-391.33
0.385,-457.33
385.285,-481.33
385.649,-248.33
386.013,-403.33
386.377,-226.33
386.742,-380.33
387.106,-406.33
0.387,-339.33
387.834,-438.33
388.198,-255.33
388.562,-523.33
388.926,-397.33
0.389,-302.33
389.654,-420.33
390.018,-395.33
390.381,-342.33
390.745,-416.33
391.109,-464.33
391.473,-383.33
391.836,-457.33
0.392,-101.33
392.564,-377.33
392.927,-195.33
393.291,-485.33
393.654,-485.33
394.018,-203.33
394.381,-329.33
394.745,-391.33
395.108,-373.33
395.471,-391.33
395.835,-166.33
396.198,-410.33
396.561,23.67
396.924,-364.33
397.287,-492.33
397.651,-359.33
398.014,-38.33
398.377,-258.33
0.399,-410.33
399.103,-223.33
399.466,1325.67
399.829,-315.33
400.191,-278.33
400.554,-232.33
400.917,-211.33
0.401,685.67
401.643,-284.33
402.005,-519.33
402.368,-319.33
402.731,-306.33
403.093,-241.33
403.456,-193.33
403.818,-367.33
404.181,-559.33
404.543,-245.33
404.906,-35.33
405.268,-448.33
405.631,-375.33
405.993,-204.33
406.355,-300.33
406.718,-342.33
0.407,-443.33
407.442,-483.33
407.804,-330.33
408.166,-114.33
408.528,-137.33
0.409,628.67
409.252,-248.33
409.614,-400.33
409.976,-406.33
410.338,-252.33
0.411,-397.33
411.062,-301.33
411.424,-328.33
411.785,-487.33
412.147,-580.33
412.509,716.67
412.871,-132.33
413.232,-225.33
413.594,-498.33
413.955,-224.33
414.317,-387.33
414.678,-136.33
0.415,-492.33
415.401,-325.33
415.763,-421.33
416.124,-203.33
416.485,-102.33
416.847,-353.33
417.208,-33.33
417.569,-404.33
0.418,-327.33
418.291,-344.33
418.652,-338.33
419.013,-83.33
419.374,-272.33
419.735,603.67
420.096,-185.33
420.457,-362.33
420.818,-280.33
421.179,-448.33
0.422,-492.33
421.901,-542.33
422.261,-221.33
422.622,-331.33
422.983,-487.33
423.343,-30.33
423.704,-401.33
424.065,-343.33
424.425,-263.33
424.786,-366.33
425.146,-353.33
425.506,-497.33
425.867,-378.33
426.227,-404.33
426.588,-330.33
426.948,-161.33
427.308,-308.33
427.668,-178.33
428.028,-333.33
428.389,-423.33
428.749,-418.33
429.109,-291.33
429.469,-215.33
429.829,366.67
430.189,-288.33
430.549,-479.33
430.909,-455.33
431.268,-420.33
431.628,-258.33
431.988,-349.33
432.348,-342.33
432.707,-164.33
433.067,-439.33
433.427,-400.33
433.786,-300.33
434.146,-312.33
434.506,-162.33
434.865,-519.33
435.224,-487.33
435.584,-293.33
435.943,-238.33
436.303,-291.33
436.662,-492.33
437.021,-166.33
0.437,-160.33
0.438,-349.33
438.099,-352.33
438.458,-492.33
438.817,-441.33
439.176,-391.33
439.535,-358.33
439.894,28.67
440.253,-490.33
440.612,-400.33
440.971,-342.33
0.441,-197.33
441.689,-396.33
442.047,-400.33
442.406,-138.33
442.765,-383.33
443.124,-219.33
443.482,-423.33
443.841,-479.33
444.199,-99.33
444.558,-315.33
444.916,52.67
445.275,-249.33
445.633,-406.33
445.992,-172.33
0.446,-291.33
446.708,-483.33
447.066,-328.33
447.425,-451.33
447.783,-479.33
448.141,-270.33
448.499,-458.33
448.857,-234.33
449.215,-227.33
449.573,-331.33
449.931,4.67
450.289,-165.33
450.647,-133.33
451.005,-431.33
451.363,-475.33
451.721,-317.33
452.078,-344.33
452.436,-357.33
452.794,386.67
453.152,-272.33
453.509,-215.33
453.867,-419.33
454.224,-151.33
454.582,-274.33
454.939,-462.33
455.297,-295.33
455.654,-317.33
456.011,-502.33
456.369,-376.33
456.726,-609.33
457.083,-535.33
457.441,-253.33
457.798,-297.33
458.155,-173.33
458.512,-313.33
458.869,-43.33
459.226,-263.33
459.583,90.67
0.460,-331.33
460.297,-378.33
460.654,-263.33
461.011,-337.33
461.368,-356.33
461.724,-339.33
462.081,-538.33
462.438,-227.33
462.794,-391.33
463.151,-355.33
463.508,-389.33
463.864,-523.33
464.221,437.67
464.577,-416.33
464.934,-385.33
0.465,-447.33
465.646,-347.33
466.003,-129.33
466.359,-353.33
466.715,-197.33
467.072,-246.33
467.428,-206.33
467.784,-282.33
0.468,-357.33
468.496,-267.33
468.852,-443.33
469.208,-196.33
469.564,999.67
0.470,-176.33
470.276,-371.33
470.632,-300.33
470.988,-31.33
471.343,-386.33
471.699,-304.33
472.055,-319.33
472.411,-431.33
472.766,-359.33
473.122,-146.33
473.477,-288.33
473.833,-354.33
474.188,-388.33
474.544,-159.33
474.899,-282.33
475.255,-340.33
0.476,-392.33
475.965,-310.33
476.321,-388.33
476.676,-331.33
477.031,-374.33
477.386,-142.33
477.741,-335.33
478.096,-279.33
478.451,-435.33
478.806,-185.33
479.161,-204.33
479.516,-446.33
479.871,-387.33
480.226,-46.33
480.581,395.67
480.936,-190.33
0.481,-203.33
481.645,-355.33
0.482,-225.33
482.354,184.67
482.709,-405.33
483.064,-464.33
483.418,-199.33
483.773,-338.33
484.127,-473.33
484.482,-531.33
484.836,-403.33
0.485,-279.33
485.545,-293.33
485.899,-383.33
486.253,-167.33
486.607,-240.33
486.961,-251.33
487.315,806.67
0.488,-494.33
488.024,-296.33
488.378,-421.33
488.732,-533.33
489.086,-246.33
489.439,-386.33
489.793,-111.33
490.147,328.67
490.501,-159.33
490.855,76.67
491.208,-315.33
491.562,-236.33
491.916,-315.33
492.269,-230.33
492.623,-94.33
492.976,-540.33
0.493,-344.33
493.683,-430.33
494.037,-254.33
0.494,-61.33
494.743,-145.33
495.097,-212.33
0.495,-335.33
495.803,-365.33
496.156,-229.33
496.509,-418.33
496.862,-349.33
497.215,-533.33
497.569,-291.33
497.922,-372.33
498.274,-377.33
498.627,-291.33
0.499,-306.33
499.333,-342.33
499.686,-263.33
500.039,-238.33
500.391,-229.33
500.744,-235.33
501.097,-227.33
501.449,-188.33
501.802,-378.33
502.154,-226.33
502.507,-314.33
502.859,-233.33
503.212,-25.33
503.564,495.67
503.917,-294.33
504.269,-358.33
504.621,-244.33
504.973,-28.33
505.326,-409.33
505.678,-457.33
0.506,33.67
506.382,-337.33
506.734,-329.33
507.086,-237.33
507.438,-454.33
0.508,-158.33
508.142,-391.33
508.494,-350.33
508.845,-318.33
509.197,-429.33
509.549,-274.33
509.901,527.67
510.252,-381.33
510.604,-471.33
510.956,-90.33
511.307,-390.33
511.659,-209.33
0.512,-469.33
512.361,-264.33
512.713,-184.33
513.064,-272.33
513.416,-344.33
513.767,-433.33
514.118,-542.33
514.469,-243.33
0.515,-384.33
515.172,-395.33
515.523,-368.33
515.874,142.67
516.225,-244.33
516.576,-188.33
516.927,-189.33
517.278,-283.33
517.628,-237.33
517.979,-230.33
0.518,-349.33
518.681,-231.33
519.031,-437.33
519.382,-34.33
519.733,-457.33
520.083,-471.33
520.434,-303.33
520.784,-312.33
521.135,-230.33
521.485,-375.33
521.836,-275.33
522.186,-400.33
522.536,-201.33
522.887,-295.33
523.237,-164.33
523.587,-276.33
523.937,-334.33
524.287,-149.33
524.638,-351.33
524.988,-211.33
525.338,-275.33
525.688,-355.33
526.038,-281.33
526.387,-428.33
526.737,-211.33
527.087,-122.33
527.437,-367.33
527.787,-170.33
528.136,-250.33
528.486,-119.33
528.836,-263.33
529.185,-393.33
529.535,-256.33
529.884,74.67
530.234,-320.33
530.583,-39.33
530.933,-241.33
531.282,-405.33
531.631,-234.33
531.981,25.67
0.532,-380.33
532.679,-450.33
533.028,245.67
533.377,98.67
533.726,-439.33
534.076,-183.33
534.425,-260.33
534.774,-334.33
535.122,-327.33
535.471,-314.33
0.536,-218.33
536.169,-77.33
536.518,-75.33
536.867,175.67
537.215,-166.33
537.564,-325.33
537.913,-222.33
538.261,-165.33
0.539,-197.33
538.958,-172.33
539.307,-339.33
539.655,-259.33
540.003,-146.33
540.352,-358.33
0.541,-326.33
541.048,-74.33
541.397,-398.33
541.745,-208.33
542.093,79.67
542.441,-422.33
542.789,-202.33
543.137,-215.33
543.485,-23.33
543.833,-136.33
544.181,-266.33
544.529,59.67
544.877,-412.33
545.225,-205.33
545.572,-270.33
0.546,-255.33
546.268,-363.33
546.615,-133.33
546.963,-157.33
547.311,-89.33
547.658,-211.33
548.006,-251.33
548.353,-154.33
548.701,-75.33
549.048,-128.33
549.395,-70.33
549.743,-219.33
0.550,32.67
550.437,-282.33
550.784,-103.33
551.131,-83.33
551.478,402.67
551.825,-90.33
552.173,52.67
552.519,51.67
552.866,-70.33
553.213,79.67
0.554,-60.33
553.907,143.67
554.254,23.67
554.601,354.67
554.947,-213.33
555.294,-55.33
555.641,-7.33
555.987,98.67
556.334,178.67
0.557,98.67
557.027,160.67
557.373,261.67
557.719,404.67
558.066,297.67
558.412,52.67
558.758,-26.33
559.105,264.67
559.451,111.67
559.797,444.67
560.143,211.67
560.489,463.67
560.835,401.67
561.181,430.67
561.527,962.67
561.873,606.67
562.219,381.67
562.565,431.67
562.911,573.67
563.256,620.67
563.602,777.67
563.948,777.67
564.293,848.67
564.639,853.67
564.985,686.67
0.565,696.67
565.676,873.67
566.021,934.67
566.366,1215.67
566.712,992.67
567.057,1005.67
567.402,1031.67
567.748,1313.67
568.093,1603.67
568.438,1435.67
568.783,1659.67
569.128,2426.67
569.473,1789.67
569.818,1742.67
570.163,2019.67
570.508,2091.67
570.853,2110.67
571.198,2326.67
571.543,2155.67
571.887,2543.67
572.232,2347.67
572.577,2500.67
572.921,2553.67
573.266,2922.67
573.611,3695.67
573.955,2890.67
0.574,2982.67
574.644,3160.67
574.988,3310.67
575.333,3377.67
575.677,3560.67
576.021,3860.67
576.366,4002.67
0.577,4239.67
577.054,4577.67
577.398,4396.67
577.742,4975.67
578.086,5145.67
0.578,5663.67
578.774,5834.67
579.118,6048.67
579.462,6256.67
579.806,6749.67
0.580,7199.67
580.493,7266.67
580.837,7875.67
581.181,8137.67
581.524,8440.67
581.868,8712.67
582.212,9220.67
582.555,9759.67
582.899,10782.67
583.242,11167.67
583.585,13668.67
583.929,12661.67
584.272,13665.67
584.615,15372.67
584.959,14712.67
585.302,15594.67
585.645,16096.67
585.988,17296.67
586.331,17875.67
586.674,18816.67
587.017,20187.67
0.587,20634.67
587.703,21761.67
588.046,22026.67
588.389,23073.67
588.732,24192.67
589.074,24165.67
589.417,23907.67
0.590,24674.67
590.102,24251.67
590.445,24431.67
590.788,24815.67
0.591,25522.67
591.473,25283.67
591.815,24722.67
592.157,25443.67
0.593,24961.67
592.842,24062.67
593.184,23509.67
593.526,22605.67
593.869,22531.67
594.211,22213.67
594.553,21407.67
594.895,20308.67
595.237,19715.67
595.579,18735.67
595.921,18163.67
596.263,17002.67
596.605,15752.67
596.947,15202.67
597.288,13548.67
0.598,12803.67
597.972,10642.67
598.313,9639.67
598.655,8208.67
598.997,7591.67
599.338,6658.67
0.600,5891.67
600.021,5230.67
600.362,5043.67
600.704,4689.67
601.045,4410.67
601.386,4146.67
601.728,3947.67
602.069,3949.67
0.602,3683.67
602.751,3594.67
603.092,3608.67
603.433,4867.67
603.774,3534.67
604.115,3475.67
604.456,3590.67
604.797,3438.67
605.138,3399.67
605.479,3508.67
0.606,3458.67
0.606,3259.67
606.501,3155.67
606.842,3007.67
607.182,2696.67
607.523,2401.67
607.863,2391.67
608.204,2113.67
608.544,1984.67
608.885,1739.67
609.225,1599.67
609.565,1366.67
609.905,1093.67
610.246,1014.67
610.586,592.67
610.926,830.67
611.266,470.67
611.606,636.67
611.946,497.67
612.286,479.67
612.626,273.67
612.966,660.67
613.306,519.67
613.646,188.67
613.985,235.67
614.325,369.67
614.665,553.67
615.005,356.67
615.344,284.67
615.684,1178.67
616.023,339.67
616.363,139.67
616.702,161.67
617.042,230.67
617.381,264.67
0.618,281.67
0.618,184.67
618.399,148.67
618.738,8.67
619.077,336.67
619.416,-72.33
619.755,43.67
620.094,-192.33
620.433,49.67
620.772,-66.33
621.111,-247.33
0.621,-51.33
621.789,121.67
622.128,100.67
622.466,-257.33
622.805,-450.33
623.144,-135.33
623.482,-29.33
623.821,64.67
624.159,618.67
624.498,-154.33
624.836,-232.33
625.175,-115.33
625.513,-79.33
625.851,770.67
0.626,-53.33
626.528,-85.33
626.866,-349.33
627.204,-106.33
627.542,-264.33
627.881,-57.33
628.219,-231.33
628.557,-141.33
628.895,-399.33
629.232,-146.33
0.630,-5.33
629.908,-139.33
630.246,-114.33
630.584,-211.33
630.921,-122.33
631.259,-271.33
631.597,713.67
631.934,-71.33
632.272,-207.33
632.609,-230.33
632.947,-213.33
633.284,-59.33
633.621,-372.33
633.959,-181.33
634.296,-157.33
634.633,-138.33
634.971,-18.33
635.308,-212.33
635.645,-189.33
635.982,-329.33
636.319,-66.33
636.656,-213.33
636.993,-179.33
0.637,-375.33
637.667,-295.33
638.003,-320.33
0.638,-315.33
638.677,-114.33
639.014,-256.33
0.639,-262.33
639.687,-169.33
640.023,-38.33
0.640,-92.33
640.696,-185.33
641.033,-217.33
641.369,-188.33
641.706,-216.33
642.042,-283.33
642.378,-189.33
642.715,-300.33
643.051,-149.33
643.387,-258.33
643.723,-273.33
644.059,71.67
644.395,-391.33
644.731,-375.33
645.067,-319.33
645.403,-136.33
645.739,-168.33
646.075,-417.33
0.646,-167.33
646.746,-250.33
647.082,2017.67
647.417,615.67
647.753,-125.33
648.089,-103.33
648.424,-199.33
0.649,-330.33
649.095,-145.33
0.649,-81.33
649.766,16.67
650.101,-293.33
650.436,-397.33
650.771,-138.33
651.107,-102.33
651.442,-176.33
651.777,-342.33
652.112,-330.33
652.447,-216.33
652.782,-155.33
653.117,-110.33
653.452,82.67
653.787,-87.33
654.121,646.67
654.456,-76.33
654.791,-189.33
655.125,-304.33
0.655,-187.33
655.795,-276.33
656.129,-257.33
656.464,5.67
656.798,-290.33
657.133,188.67
657.467,-385.33
657.801,-308.33
658.136,-222.33
0.658,-294.33
658.804,-309.33
659.138,-351.33
659.472,-373.33
659.806,-139.33
0.660,-373.33
660.474,-171.33
660.808,-84.33
661.142,-221.33
661.476,-466.33
0.662,-135.33
662.144,-258.33
662.477,-23.33
662.811,-198.33
663.145,-203.33
663.478,-176.33
663.812,-385.33
664.145,-260.33
664.479,-197.33
664.812,-313.33
665.146,-201.33
665.479,-189.33
665.812,-243.33
666.146,-319.33
666.479,-362.33
666.812,-378.33
667.145,-380.33
667.478,-279.33
667.811,-121.33
668.144,-267.33
668.477,-272.33
0.669,-427.33
669.143,-130.33
669.476,-354.33
669.809,-418.33
670.141,-259.33
670.474,-272.33
670.807,-268.33
671.139,-243.33
671.472,-80.33
671.804,-374.33
672.137,457.67
672.469,672.67
672.802,-30.33
673.134,-242.33
673.467,-140.33
673.799,-247.33
674.131,-239.33
674.463,-53.33
674.795,-378.33
675.127,-208.33
675.459,-201.33
675.792,-169.33
676.123,-268.33
676.455,-179.33
676.787,-389.33
677.119,-135.33
677.451,-364.33
677.783,-105.33
678.114,-0.33
678.446,-290.33
678.778,-211.33
679.109,725.67
679.441,-431.33
679.772,-112.33
680.104,-137.33
680.435,-281.33
680.767,-182.33
681.098,-244.33
681.429,-167.33
0.682,-300.33
682.092,-267.33
682.423,-128.33
682.754,-29.33
683.085,-268.33
683.416,-359.33
683.747,-230.33
684.078,-160.33
684.409,-185.33
0.685,-330.33
0.685,-113.33
685.401,-337.33
685.732,-285.33
686.063,-110.33
686.393,-70.33
686.724,-426.33
687.054,-174.33
687.385,-314.33
687.715,-154.33
688.046,-248.33
688.376,30.67
688.706,-114.33
689.037,-327.33
689.367,-237.33
689.697,-455.33
690.027,-379.33
690.357,-130.33
690.687,-19.33
691.017,-339.33
691.347,-139.33
691.677,-188.33
692.007,-171.33
692.337,-167.33
692.667,-115.33
692.997,-283.33
693.326,-311.33
693.656,-310.33
693.986,-195.33
694.315,-84.33
694.645,-20.33
694.974,-347.33
695.304,-255.33
695.633,-339.33
695.962,-266.33
696.292,-189.33
696.621,-398.33
0.697,-109.33
697.279,-197.33
697.609,-118.33
697.938,-27.33
698.267,107.67
698.596,-303.33
698.925,-178.33
699.254,-261.33
699.583,-262.33
699.911,-347.33
0.700,-427.33
700.569,-157.33
700.898,-414.33
701.226,117.67
701.555,-429.33
701.883,-453.33
702.212,-213.33
0.703,-279.33
702.869,-239.33
703.197,-182.33
703.526,-310.33
703.854,-116.33
704.182,-155.33
0.705,-45.33
704.839,-413.33
705.167,-118.33
705.495,-232.33
705.823,-187.33
706.151,30.67
706.479,-384.33
706.807,-224.33
707.135,-397.33
707.462,65.67
0.708,-44.33
708.118,-44.33
708.446,-377.33
708.773,-283.33
709.101,204.67
709.429,-123.33
709.756,-186.33
710.084,-320.33
710.411,-298.33
710.738,-114.33
711.066,-225.33
711.393,-157.33
0.712,-228.33
712.047,-188.33
712.375,215.67
712.702,-110.33
713.029,-365.33
713.356,307.67
713.683,-205.33
0.714,-179.33
714.337,-365.33
714.663,-258.33
0.715,-473.33
715.317,-383.33
715.644,-272.33
0.716,-474.33
716.297,-110.33
716.624,-121.33
0.717,-248.33
717.277,-391.33
717.603,-140.33
0.718,-180.33
718.256,-193.33
718.582,-191.33
718.908,-15.33
719.235,-50.33
719.561,-318.33
719.887,-361.33
720.213,-507.33
720.539,-90.33
720.865,-364.33
721.191,-412.33
721.517,-224.33
721.843,-227.33
722.169,-221.33
722.495,-264.33
0.723,11.67
723.146,-129.33
723.472,-15.33
723.797,-335.33
724.123,-198.33
724.448,-36.33
724.774,-323.33
725.099,401.67
725.425,-59.33
0.726,-213.33
726.075,-17.33
0.726,-222.33
726.726,-236.33
727.051,-257.33
727.376,-161.33
727.701,-109.33
728.026,-231.33
728.351,-221.33
728.676,-203.33
729.001,924.67
729.326,-221.33
729.651,-221.33
729.975,-219.33
0.730,-242.33
730.625,-356.33
730.949,-309.33
731.274,-356.33
731.598,191.67
731.923,-377.33
732.247,-134.33
732.572,-172.33
732.896,-77.33
0.733,-108.33
733.545,-299.33
733.869,-45.33
734.193,-81.33
734.517,-371.33
734.841,-134.33
735.165,22.67
735.489,31.67
735.813,-435.33
736.137,-241.33
736.461,-223.33
