lambda (nm),counts
736.785,-111.33
737.108,67.67
737.432,-233.33
737.756,-218.33
0.738,-309.33
738.403,-349.33
738.727,-246.33
0.739,-90.33
739.374,-471.33
739.697,-452.33
0.740,-264.33
740.344,-199.33
740.667,-98.33
0.741,-234.33
741.313,-126.33
741.636,-316.33
0.742,-202.33
742.283,-277.33
742.606,-527.33
742.929,-272.33
743.251,-89.33
743.574,-105.33
743.897,-155.33
0.744,-307.33
744.543,-285.33
744.865,-242.33
745.188,-233.33
745.511,-499.33
745.833,2.67
746.156,-160.33
746.478,162.67
0.747,-78.33
747.123,-231.33
747.445,527.67
747.767,-190.33
0.748,-133.33
748.412,-277.33
748.734,-143.33
749.056,-167.33
749.378,-133.33
0.750,-292.33
750.022,-111.33
750.344,-235.33
750.666,-230.33
750.988,-140.33
751.309,-259.33
751.631,-156.33
751.953,-333.33
752.274,-415.33
752.596,368.67
752.918,-243.33
753.239,41.67
0.754,-222.33
753.882,-198.33
754.203,-159.33
754.525,-144.33
754.846,-327.33
755.167,-314.33
755.488,-209.33
755.809,-228.33
0.756,-205.33
756.451,-241.33
756.772,-177.33
757.093,-320.33
757.414,-126.33
757.735,-286.33
758.056,-371.33
758.377,-4.33
758.697,-266.33
759.018,-89.33
759.339,-334.33
759.659,-178.33
0.760,-233.33
0.760,-320.33
760.621,-192.33
760.941,-280.33
761.262,-260.33
761.582,-298.33
761.902,-233.33
762.222,-221.33
762.543,-302.33
762.863,-357.33
763.183,-203.33
763.503,-80.33
763.823,-522.33
764.143,-279.33
764.463,-267.33
764.782,-54.33
765.102,-200.33
765.422,-133.33
765.742,-80.33
766.061,143.67
766.381,-276.33
766.701,-337.33
0.767,-242.33
0.767,-179.33
767.659,-276.33
767.978,-411.33
768.298,183.67
768.617,-361.33
768.936,-207.33
769.255,-138.33
769.575,-329.33
769.894,-233.33
770.213,-243.33
770.532,-303.33
770.851,-198.33
0.771,-235.33
771.489,-392.33
771.807,-164.33
772.126,-286.33
772.445,-151.33
772.764,-98.33
773.082,-131.33
773.401,-238.33
773.719,-85.33
774.038,-349.33
774.356,-282.33
774.675,-327.33
774.993,-153.33
775.312,-223.33
0.776,-56.33
775.948,-143.33
776.266,301.67
776.584,-358.33
776.902,-415.33
777.221,-236.33
777.539,-356.33
777.856,-187.33
778.174,-126.33
778.492,-335.33
0.779,-213.33
779.128,19.67
779.446,-356.33
779.763,-339.33
780.081,-349.33
780.398,-391.33
780.716,-278.33
781.033,-321.33
781.351,-324.33
781.668,-261.33
781.986,41.67
782.303,-272.33
0.783,-185.33
782.937,-365.33
783.255,-370.33
783.572,-169.33
783.889,-223.33
784.206,-247.33
784.523,-266.33
0.785,-195.33
785.157,-421.33
785.473,-253.33
0.786,-363.33
786.107,-367.33
786.424,-77.33
0.787,-298.33
787.057,-352.33
787.373,-212.33
0.788,-89.33
788.006,36.67
788.323,316.67
788.639,1227.67
788.956,-452.33
789.272,-276.33
789.588,-213.33
789.904,-163.33
0.790,-63.33
790.536,-117.33
790.852,307.67
791.168,-193.33
791.484,-316.33
0.792,-135.33
792.116,-204.33
792.432,-333.33
792.748,-82.33
793.063,-139.33
793.379,-272.33
793.695,-99.33
0.794,-330.33
794.326,57.67
794.641,-410.33
794.957,-97.33
795.272,-150.33
795.587,-301.33
795.903,-148.33
796.218,-408.33
796.533,-116.33
796.848,30.67
797.163,-198.33
797.479,-145.33
797.794,-119.33
798.108,-211.33
798.423,-78.33
798.738,-280.33
799.053,49.67
799.368,-385.33
799.683,-414.33
799.997,-308.33
800.312,-258.33
800.626,-311.33
800.941,92.67
801.255,-148.33
0.802,-91.33
801.884,-270.33
802.199,-233.33
802.513,488.67
802.827,-275.33
803.141,-277.33
803.456,-281.33
0.804,-205.33
804.084,-355.33
804.398,-171.33
804.712,-165.33
805.026,-325.33
0.805,-232.33
805.653,-32.33
805.967,-326.33
806.281,-78.33
806.595,-160.33
806.908,7.67
807.222,-372.33
807.535,-29.33
807.849,-108.33
808.162,-101.33
808.476,-304.33
808.789,-7.33
809.102,-243.33
809.416,-356.33
809.729,110.67
810.042,414.67
810.355,-197.33
810.668,-98.33
810.981,-171.33
811.294,-214.33
811.607,-202.33
0.812,-93.33
812.233,-74.33
812.546,-104.33
812.858,-475.33
813.171,-64.33
813.484,-332.33
813.796,-256.33
814.109,-51.33
814.421,-293.33
814.734,-138.33
815.046,-213.33
815.358,-15.33
815.671,-286.33
815.983,-266.33
816.295,-216.33
816.607,-176.33
0.817,-58.33
817.232,-165.33
817.544,154.67
817.856,-319.33
818.168,-262.33
818.479,-192.33
818.791,-119.33
819.103,-110.33
819.415,-126.33
819.726,-334.33
820.038,-266.33
0.820,-295.33
820.661,-395.33
820.973,-339.33
821.284,-308.33
821.596,-83.33
821.907,1883.67
822.218,2.67
822.529,-199.33
822.841,-348.33
823.152,-405.33
823.463,-39.33
823.774,-126.33
824.085,-44.33
824.396,-21.33
824.707,-146.33
825.018,-167.33
825.329,-270.33
825.639,-73.33
0.826,-67.33
826.261,65.67
826.571,868.67
826.882,-502.33
827.193,-260.33
827.503,1303.67
827.813,-386.33
828.124,-0.33
828.434,-330.33
828.744,111.67
829.055,-15.33
829.365,-8.33
829.675,-242.33
829.985,-155.33
830.295,-193.33
830.605,-142.33
830.915,-144.33
831.225,-147.33
831.535,-383.33
831.845,-190.33
832.155,-208.33
832.464,-66.33
832.774,-263.33
833.084,-416.33
833.393,-295.33
833.703,26.67
834.012,-305.33
834.322,-403.33
834.631,-202.33
0.835,-327.33
0.835,65.67
835.559,-139.33
835.868,157.67
836.177,-133.33
836.486,99.67
836.795,-22.33
837.104,-243.33
837.413,-53.33
837.722,-185.33
838.031,67.67
0.838,-196.33
838.648,-167.33
838.957,-42.33
839.266,-142.33
839.574,-30.33
839.883,-205.33
840.191,-146.33
0.841,-294.33
840.808,-249.33
841.117,-74.33
841.425,-279.33
841.733,-127.33
842.041,-44.33
0.842,-178.33
842.658,-99.33
842.966,-167.33
843.274,-163.33
843.582,-233.33
0.844,-468.33
844.198,-205.33
844.505,164.67
844.813,33.67
845.121,-137.33
845.429,-202.33
845.736,-444.33
846.044,108.67
846.351,-176.33
846.659,-331.33
846.966,-154.33
847.274,-144.33
847.581,-295.33
847.888,-102.33
848.196,-84.33
848.503,-335.33
0.849,-323.33
849.117,-268.33
849.424,-147.33
849.731,-119.33
850.038,726.67
850.345,-110.33
850.652,-233.33
850.959,-100.33
851.265,26.67
851.572,-54.33
851.879,-373.33
852.185,-234.33
852.492,-261.33
852.798,9.67
853.105,-415.33
853.411,-161.33
853.718,-258.33
854.024,36.67
0.854,-216.33
854.636,-223.33
854.943,-320.33
855.249,-85.33
855.555,-213.33
855.861,-145.33
856.167,-277.33
856.473,-16.33
856.779,-132.33
857.084,-196.33
0.857,89.67
857.696,-112.33
858.002,9.67
858.307,-342.33
858.613,-207.33
858.918,-43.33
859.224,-176.33
859.529,-93.33
859.835,-173.33
0.860,170.67
860.445,-41.33
0.861,-45.33
861.056,-104.33
861.361,-113.33
861.666,-285.33
861.971,-257.33
862.276,-114.33
862.581,43.67
862.886,-208.33
0.863,74.67
863.495,-254.33
0.864,-132.33
864.105,-95.33
864.409,-155.33
864.714,-283.33
865.018,-170.33
865.323,-322.33
865.627,-308.33
865.932,-225.33
866.236,-20.33
0.867,-217.33
866.845,-200.33
867.149,-166.33
867.453,-27.33
867.757,-428.33
868.061,-176.33
868.365,-358.33
868.669,-358.33
868.973,-186.33
869.277,-240.33
869.581,115.67
869.884,-250.33
870.188,-60.33
870.492,151.67
870.795,-183.33
871.099,-121.33
871.402,-395.33
871.706,-106.33
872.009,-27.33
872.313,-140.33
872.616,-237.33
872.919,-138.33
873.222,-397.33
873.526,-141.33
873.829,-30.33
874.132,-125.33
874.435,-109.33
874.738,-273.33
875.041,-144.33
875.344,-248.33
875.646,-184.33
875.949,-147.33
876.252,-344.33
876.554,-97.33
876.857,-405.33
0.877,149.67
877.462,-164.33
877.765,53.67
878.067,-279.33
878.369,23.67
878.672,-76.33
878.974,74.67
879.276,-231.33
879.578,-141.33
0.880,4.67
880.182,-330.33
880.484,-188.33
880.786,-56.33
881.088,-201.33
0.881,-65.33
881.692,-24.33
881.994,-50.33
882.296,-5.33
882.597,-394.33
882.899,-163.33
0.883,-191.33
883.502,-59.33
883.803,-157.33
884.105,744.67
884.406,-193.33
884.707,-110.33
885.009,-308.33
0.885,-331.33
885.611,-161.33
885.912,-139.33
886.213,-80.33
886.514,-300.33
886.815,993.67
887.116,-29.33
887.417,-52.33
887.718,227.67
888.019,27.67
888.319,-11.33
0.889,-39.33
888.921,-264.33
889.221,-273.33
889.522,43.67
889.822,-301.33
890.122,-343.33
890.423,-207.33
890.723,-191.33
891.023,-300.33
891.324,14.67
891.624,157.67
891.924,-102.33
892.224,-257.33
892.524,-126.33
892.824,-124.33
893.124,103.67
893.424,-127.33
893.723,-152.33
894.023,-223.33
894.323,-341.33
894.623,-150.33
894.922,-45.33
895.222,85.67
895.521,-279.33
895.821,-320.33
0.896,-268.33
896.419,-283.33
896.719,-135.33
897.018,-53.33
897.317,57.67
897.616,-3.33
897.915,-47.33
898.215,-106.33
898.514,160.67
898.812,-175.33
899.111,304.67
0.899,-119.33
899.709,683.67
900.008,-173.33
900.306,-321.33
900.605,-143.33
900.904,-203.33
901.202,-261.33
901.501,-83.33
901.799,-158.33
902.098,-137.33
902.396,-143.33
902.694,31.67
902.992,-23.33
903.291,-111.33
903.589,-87.33
903.887,-248.33
904.185,98.67
904.483,94.67
