lambda (nm),counts
375.071,-445.58
375.436,-257.58
375.802,-329.58
376.167,-357.58
376.532,-348.58
376.897,-278.58
377.262,-333.58
377.627,-177.58
377.992,-165.58
378.357,-341.58
378.722,-483.58
379.087,-448.58
379.452,-365.58
379.816,-371.58
380.181,-429.58
380.546,-363.58
380.911,-355.58
381.275,-88.58
0.382,-446.58
382.005,-236.58
382.369,-360.58
382.734,-94.58
383.098,-300.58
383.463,-99.58
383.827,-361.58
384.192,-282.58
384.556,-379.58
0.385,-498.58
385.285,-436.58
385.649,-238.58
386.013,-391.58
386.377,-167.58
386.742,-376.58
387.106,-281.58
0.387,-229.58
387.834,-416.58
388.198,-183.58
388.562,-457.58
388.926,-320.58
0.389,-284.58
389.654,-445.58
390.018,-358.58
390.381,-368.58
390.745,-361.58
391.109,-435.58
391.473,-370.58
391.836,-449.58
0.392,-65.58
392.564,-291.58
392.927,-120.58
393.291,-420.58
393.654,-374.58
394.018,-149.58
394.381,-281.58
394.745,-293.58
395.108,-362.58
395.471,-349.58
395.835,-122.58
396.198,-387.58
396.561,50.42
396.924,-307.58
397.287,-461.58
397.651,-335.58
398.014,-63.58
398.377,-166.58
0.399,-344.58
399.103,-166.58
399.466,1237.42
399.829,-264.58
400.191,-237.58
400.554,-185.58
400.917,-176.58
0.401,616.42
401.643,-236.58
402.005,-440.58
402.368,-279.58
402.731,-305.58
403.093,-239.58
403.456,-238.58
403.818,-334.58
404.181,-473.58
404.543,-205.58
404.906,-3.58
405.268,-374.58
405.631,-354.58
405.993,-178.58
406.355,-219.58
406.718,-275.58
0.407,-343.58
407.442,-389.58
407.804,-249.58
408.166,-139.58
408.528,-107.58
0.409,547.42
409.252,-155.58
409.614,-342.58
409.976,-313.58
410.338,-233.58
0.411,-335.58
411.062,-263.58
411.424,-247.58
411.785,-375.58
412.147,-472.58
412.509,738.42
412.871,-110.58
413.232,-228.58
413.594,-412.58
413.955,-197.58
414.317,-345.58
414.678,-90.58
0.415,-397.58
415.401,-277.58
415.763,-356.58
416.124,-169.58
416.485,-16.58
416.847,-359.58
417.208,-32.58
417.569,-316.58
0.418,-311.58
418.291,-326.58
418.652,-301.58
419.013,-92.58
419.374,-195.58
419.735,539.42
420.096,-153.58
420.457,-333.58
420.818,-163.58
421.179,-403.58
0.422,-476.58
421.901,-462.58
422.261,-229.58
422.622,-346.58
422.983,-463.58
423.343,-61.58
423.704,-364.58
424.065,-275.58
424.425,-233.58
424.786,-295.58
425.146,-333.58
425.506,-441.58
425.867,-335.58
426.227,-338.58
426.588,-350.58
426.948,-101.58
427.308,-294.58
427.668,-156.58
428.028,-309.58
428.389,-329.58
428.749,-306.58
429.109,-264.58
429.469,-184.58
429.829,339.42
430.189,-297.58
430.549,-393.58
430.909,-413.58
431.268,-384.58
431.628,-297.58
431.988,-305.58
432.348,-242.58
432.707,-57.58
433.067,-368.58
433.427,-295.58
433.786,-202.58
434.146,-204.58
434.506,-139.58
434.865,-457.58
435.224,-372.58
435.584,-270.58
435.943,-162.58
436.303,-240.58
436.662,-453.58
437.021,-145.58
0.437,-87.58
0.438,-251.58
438.099,-348.58
438.458,-388.58
438.817,-370.58
439.176,-297.58
439.535,-317.58
439.894,30.42
440.253,-477.58
440.612,-413.58
440.971,-282.58
0.441,-194.58
441.689,-350.58
442.047,-378.58
442.406,-96.58
442.765,-317.58
443.124,-133.58
443.482,-384.58
443.841,-431.58
444.199,-80.58
444.558,-257.58
444.916,88.42
445.275,-203.58
445.633,-344.58
445.992,-214.58
0.446,-171.58
446.708,-494.58
447.066,-335.58
447.425,-438.58
447.783,-426.58
448.141,-262.58
448.499,-384.58
448.857,-159.58
449.215,-188.58
449.573,-283.58
449.931,-56.58
450.289,-125.58
450.647,-205.58
451.005,-371.58
451.363,-438.58
451.721,-277.58
452.078,-343.58
452.436,-373.58
452.794,430.42
453.152,-314.58
453.509,-121.58
453.867,-347.58
454.224,-126.58
454.582,-266.58
454.939,-373.58
455.297,-281.58
455.654,-242.58
456.011,-386.58
456.369,-311.58
456.726,-542.58
457.083,-470.58
457.441,-205.58
457.798,-264.58
458.155,-134.58
458.512,-236.58
458.869,-21.58
459.226,-195.58
459.583,110.42
0.460,-279.58
460.297,-311.58
460.654,-253.58
461.011,-306.58
461.368,-279.58
461.724,-365.58
462.081,-455.58
462.438,-233.58
462.794,-407.58
463.151,-383.58
463.508,-362.58
463.864,-427.58
464.221,431.42
464.577,-398.58
464.934,-323.58
0.465,-417.58
465.646,-196.58
466.003,-129.58
466.359,-311.58
466.715,-159.58
467.072,-189.58
467.428,-212.58
467.784,-235.58
0.468,-280.58
468.496,-180.58
468.852,-426.58
469.208,-229.58
469.564,918.42
0.470,-162.58
470.276,-298.58
470.632,-282.58
470.988,-35.58
471.343,-337.58
471.699,-236.58
472.055,-289.58
472.411,-372.58
472.766,-322.58
473.122,-121.58
473.477,-230.58
473.833,-305.58
474.188,-372.58
474.544,-150.58
474.899,-270.58
475.255,-324.58
0.476,-347.58
475.965,-251.58
476.321,-375.58
476.676,-317.58
477.031,-300.58
477.386,-108.58
477.741,-312.58
478.096,-250.58
478.451,-457.58
478.806,-220.58
479.161,-191.58
479.516,-436.58
479.871,-423.58
480.226,-12.58
480.581,344.42
480.936,-173.58
0.481,-168.58
481.645,-325.58
0.482,-151.58
482.354,169.42
482.709,-365.58
483.064,-449.58
483.418,-167.58
483.773,-356.58
484.127,-448.58
484.482,-506.58
484.836,-330.58
0.485,-319.58
485.545,-285.58
485.899,-398.58
486.253,-84.58
486.607,-230.58
486.961,-199.58
487.315,782.42
0.488,-413.58
488.024,-272.58
488.378,-318.58
488.732,-475.58
489.086,-235.58
489.439,-358.58
489.793,-128.58
490.147,308.42
490.501,-132.58
490.855,39.42
491.208,-224.58
491.562,-244.58
491.916,-326.58
492.269,-174.58
492.623,-56.58
492.976,-464.58
0.493,-391.58
493.683,-344.58
494.037,-225.58
0.494,-35.58
494.743,-78.58
495.097,-239.58
0.495,-268.58
495.803,-257.58
496.156,-241.58
496.509,-392.58
496.862,-360.58
497.215,-460.58
497.569,-225.58
497.922,-321.58
498.274,-317.58
498.627,-207.58
0.499,-286.58
499.333,-327.58
499.686,-200.58
500.039,-229.58
500.391,-217.58
500.744,-279.58
501.097,-177.58
501.449,-151.58
501.802,-326.58
502.154,-202.58
502.507,-285.58
502.859,-270.58
503.212,-7.58
503.564,451.42
503.917,-249.58
504.269,-317.58
504.621,-169.58
504.973,73.42
505.326,-363.58
505.678,-404.58
0.506,8.42
506.382,-357.58
506.734,-275.58
507.086,-276.58
507.438,-396.58
0.508,-162.58
508.142,-314.58
508.494,-305.58
508.845,-266.58
509.197,-367.58
509.549,-219.58
509.901,503.42
510.252,-314.58
510.604,-340.58
510.956,-60.58
511.307,-357.58
511.659,-208.58
0.512,-445.58
512.361,-251.58
512.713,-138.58
513.064,-309.58
513.416,-311.58
513.767,-391.58
514.118,-507.58
514.469,-133.58
0.515,-371.58
515.172,-328.58
515.523,-303.58
515.874,121.42
516.225,-220.58
516.576,-130.58
516.927,-189.58
517.278,-199.58
517.628,-218.58
517.979,-156.58
0.518,-259.58
518.681,-275.58
519.031,-419.58
519.382,25.42
519.733,-404.58
520.083,-371.58
520.434,-271.58
520.784,-315.58
521.135,-228.58
521.485,-311.58
521.836,-231.58
522.186,-341.58
522.536,-173.58
522.887,-332.58
523.237,-149.58
523.587,-304.58
523.937,-321.58
524.287,-108.58
524.638,-345.58
524.988,-115.58
525.338,-209.58
525.688,-332.58
526.038,-297.58
526.387,-334.58
526.737,-201.58
527.087,-117.58
527.437,-275.58
527.787,-165.58
528.136,-246.58
528.486,-57.58
528.836,-275.58
529.185,-346.58
529.535,-218.58
529.884,48.42
530.234,-240.58
530.583,-76.58
530.933,-218.58
531.282,-282.58
531.631,-191.58
531.981,7.42
0.532,-349.58
532.679,-391.58
533.028,185.42
533.377,103.42
533.726,-354.58
534.076,-226.58
534.425,-263.58
534.774,-313.58
535.122,-314.58
535.471,-287.58
0.536,-227.58
536.169,-77.58
536.518,-27.58
536.867,244.42
537.215,-164.58
537.564,-312.58
537.913,-286.58
538.261,-122.58
0.539,-245.58
538.958,-166.58
539.307,-347.58
539.655,-284.58
540.003,-160.58
540.352,-400.58
0.541,-301.58
541.048,-91.58
541.397,-348.58
541.745,-214.58
542.093,39.42
542.441,-402.58
542.789,-178.58
543.137,-242.58
543.485,-44.58
543.833,-170.58
544.181,-280.58
544.529,-46.58
544.877,-468.58
545.225,-252.58
545.572,-237.58
0.546,-299.58
546.268,-325.58
546.615,-178.58
546.963,-187.58
547.311,-184.58
547.658,-224.58
548.006,-247.58
548.353,-250.58
548.701,-153.58
549.048,-156.58
549.395,-180.58
549.743,-287.58
0.550,-152.58
550.437,-346.58
550.784,-272.58
551.131,-160.58
551.478,202.42
551.825,-277.58
552.173,-49.58
552.519,-129.58
552.866,-153.58
553.213,-126.58
0.554,-296.58
553.907,-125.58
554.254,-193.58
554.601,75.42
554.947,-391.58
555.294,-312.58
555.641,-287.58
555.987,-240.58
556.334,-91.58
0.557,-233.58
557.027,-156.58
557.373,-92.58
557.719,-26.58
558.066,-106.58
558.412,-273.58
558.758,-410.58
559.105,-188.58
559.451,-353.58
559.797,-63.58
560.143,-376.58
560.489,-119.58
560.835,-287.58
561.181,-245.58
561.527,184.42
561.873,-147.58
562.219,-406.58
562.565,-353.58
562.911,-247.58
563.256,-271.58
563.602,-161.58
563.948,-203.58
564.293,-139.58
564.639,-154.58
564.985,-355.58
0.565,-407.58
565.676,-321.58
566.021,-279.58
566.366,-129.58
566.712,-283.58
567.057,-355.58
567.402,-330.58
567.748,-118.58
568.093,80.42
568.438,-117.58
568.783,-1.58
569.128,532.42
569.473,-80.58
569.818,-186.58
570.163,-49.58
570.508,-76.58
570.853,-240.58
571.198,-145.58
571.543,-308.58
571.887,-23.58
572.232,-190.58
572.577,-180.58
572.921,-233.58
573.266,-71.58
573.611,717.42
573.955,-170.58
0.574,-139.58
574.644,-101.58
574.988,-60.58
575.333,-219.58
575.677,-289.58
576.021,-129.58
576.366,-153.58
0.577,-125.58
577.054,42.42
577.398,-378.58
577.742,-31.58
578.086,-219.58
0.578,-0.58
578.774,-89.58
579.118,-193.58
579.462,-277.58
579.806,-132.58
0.580,58.42
580.493,-128.58
580.837,-84.58
581.181,-129.58
581.524,-68.58
581.868,-192.58
582.212,-230.58
582.555,-14.58
582.899,96.42
583.242,1.42
583.585,1318.42
583.929,5.42
584.272,233.42
584.615,1170.42
584.959,4.42
585.302,24.42
585.645,-36.58
585.988,90.42
586.331,120.42
586.674,256.42
587.017,764.42
0.587,112.42
587.703,186.42
588.046,74.42
588.389,375.42
588.732,298.42
589.074,182.42
589.417,36.42
0.590,297.42
590.102,110.42
590.445,274.42
590.788,307.42
0.591,315.42
591.473,492.42
591.815,121.42
592.157,504.42
0.593,376.42
592.842,256.42
593.184,265.42
593.526,296.42
593.869,613.42
594.211,548.42
594.553,584.42
594.895,547.42
595.237,716.42
595.579,521.42
595.921,604.42
596.263,801.42
596.605,709.42
596.947,1235.42
597.288,920.42
0.598,1504.42
597.972,983.42
598.313,827.42
598.655,818.42
598.997,1077.42
599.338,978.42
0.600,948.42
600.021,921.42
600.362,1279.42
600.704,1285.42
601.045,1406.42
601.386,1361.42
601.728,1531.42
602.069,1605.42
0.602,1786.42
602.751,1877.42
603.092,1977.42
603.433,3071.42
603.774,2059.42
604.115,1993.42
604.456,2106.42
604.797,2156.42
605.138,2229.42
605.479,2571.42
0.606,2616.42
0.606,3035.42
606.501,3211.42
606.842,3503.42
607.182,3613.42
607.523,3824.42
607.863,4248.42
608.204,4457.42
608.544,4679.42
608.885,4697.42
609.225,5127.42
609.565,4901.42
609.905,4974.42
610.246,5270.42
610.586,5129.42
610.926,5759.42
611.266,5734.42
611.606,6263.42
611.946,6375.42
612.286,7201.42
612.626,7583.42
612.966,8539.42
613.306,8927.42
613.646,9410.42
613.985,9912.42
614.325,10217.42
614.665,10708.42
615.005,10634.42
615.344,10699.42
615.684,11567.42
616.023,11292.42
616.363,11210.42
616.702,11679.42
617.042,12239.42
617.381,12909.42
0.618,13406.42
0.618,14238.42
618.399,15225.42
618.738,16019.42
619.077,17615.42
619.416,17979.42
619.755,18907.42
620.094,19415.42
620.433,20312.42
620.772,20076.42
621.111,20126.42
0.621,20134.42
621.789,19761.42
622.128,20085.42
622.466,19741.42
622.805,19660.42
623.144,20333.42
623.482,21123.42
623.821,22061.42
624.159,24001.42
624.498,24810.42
624.836,26246.42
625.175,28739.42
625.513,30788.42
625.851,33303.42
0.626,33867.42
626.528,35218.42
626.866,36108.42
627.204,37480.42
627.542,37901.42
627.881,37037.42
628.219,36768.42
628.557,36189.42
628.895,36176.42
629.232,36133.42
0.630,36491.42
629.908,36632.42
630.246,37095.42
630.584,37855.42
630.921,38780.42
631.259,39844.42
631.597,40535.42
631.934,39734.42
632.272,39946.42
632.609,39378.42
632.947,38428.42
633.284,36660.42
633.621,34006.42
633.959,31536.42
634.296,28358.42
634.633,25826.42
634.971,23230.42
635.308,20989.42
635.645,18834.42
635.982,17298.42
636.319,15890.42
636.656,14506.42
636.993,13600.42
0.637,12720.42
637.667,12289.42
638.003,11818.42
0.638,11157.42
638.677,10508.42
639.014,9940.42
0.639,9383.42
639.687,8827.42
640.023,8457.42
0.640,7724.42
640.696,7239.42
641.033,6604.42
641.369,6206.42
641.706,5878.42
642.042,5321.42
642.378,5034.42
642.715,4911.42
643.051,4631.42
643.387,4367.42
643.723,4155.42
644.059,4372.42
644.395,3675.42
644.731,3579.42
645.067,3414.42
645.403,3414.42
645.739,3196.42
646.075,2774.42
0.646,3007.42
646.746,2541.42
647.082,4574.42
647.417,2996.42
647.753,2101.42
648.089,1918.42
648.424,1729.42
0.649,1435.42
649.095,1550.42
0.649,1402.42
649.766,1513.42
650.101,1062.42
650.436,868.42
650.771,1072.42
651.107,1084.42
651.442,894.42
651.777,662.42
652.112,665.42
652.447,667.42
652.782,667.42
653.117,716.42
653.452,915.42
653.787,629.42
654.121,1322.42
654.456,600.42
654.791,432.42
655.125,394.42
0.655,368.42
655.795,305.42
656.129,269.42
656.464,413.42
656.798,196.42
657.133,564.42
657.467,75.42
657.801,139.42
658.136,164.42
0.658,111.42
658.804,35.42
659.138,-56.58
659.472,42.42
659.806,233.42
0.660,-19.58
660.474,63.42
660.808,150.42
661.142,93.42
661.476,-149.58
0.662,102.42
662.144,0.42
662.477,179.42
662.811,52.42
663.145,4.42
663.478,53.42
663.812,-98.58
664.145,-84.58
664.479,-56.58
664.812,-101.58
665.146,-36.58
665.479,9.42
665.812,-43.58
666.146,-163.58
666.479,-207.58
666.812,-226.58
667.145,-264.58
667.478,-107.58
667.811,24.42
668.144,-101.58
668.477,-138.58
0.669,-254.58
669.143,12.42
669.476,-207.58
669.809,-204.58
670.141,-94.58
670.474,-185.58
670.807,-185.58
671.139,-160.58
671.472,-37.58
671.804,-292.58
672.137,561.42
672.469,718.42
672.802,11.42
673.134,-141.58
673.467,12.42
673.799,-173.58
674.131,-130.58
674.463,29.42
674.795,-261.58
675.127,-103.58
675.459,-164.58
675.792,-98.58
676.123,-139.58
676.455,-208.58
676.787,-276.58
677.119,-49.58
677.451,-247.58
677.783,-65.58
678.114,47.42
678.446,-198.58
678.778,-173.58
679.109,758.42
679.441,-336.58
679.772,-73.58
680.104,-25.58
680.435,-209.58
680.767,-114.58
681.098,-160.58
681.429,-88.58
0.682,-306.58
682.092,-114.58
682.423,-72.58
682.754,59.42
683.085,-234.58
683.416,-222.58
683.747,-193.58
684.078,-28.58
684.409,-92.58
0.685,-253.58
0.685,9.42
685.401,-232.58
685.732,-241.58
686.063,-35.58
686.393,-46.58
686.724,-331.58
687.054,-138.58
687.385,-237.58
687.715,-64.58
688.046,-230.58
688.376,91.42
688.706,-62.58
689.037,-287.58
689.367,-131.58
689.697,-364.58
690.027,-335.58
690.357,-5.58
690.687,-3.58
691.017,-265.58
691.347,-115.58
691.677,-113.58
692.007,-126.58
692.337,-199.58
692.667,-46.58
692.997,-236.58
693.326,-214.58
693.656,-244.58
693.986,-67.58
694.315,-15.58
694.645,127.42
694.974,-241.58
695.304,-191.58
695.633,-216.58
695.962,-184.58
696.292,-149.58
696.621,-356.58
0.697,-80.58
697.279,-184.58
697.609,-88.58
697.938,47.42
698.267,107.42
698.596,-331.58
698.925,-107.58
699.254,-208.58
699.583,-133.58
699.911,-280.58
0.700,-313.58
700.569,-94.58
700.898,-378.58
701.226,96.42
701.555,-346.58
701.883,-341.58
702.212,-182.58
0.703,-223.58
702.869,-196.58
703.197,-168.58
703.526,-273.58
703.854,-30.58
704.182,-129.58
0.705,38.42
704.839,-392.58
705.167,-29.58
705.495,-162.58
705.823,-193.58
706.151,44.42
706.479,-265.58
706.807,-249.58
707.135,-316.58
707.462,43.42
0.708,21.42
708.118,-21.58
708.446,-308.58
708.773,-198.58
709.101,218.42
709.429,-61.58
709.756,-84.58
710.084,-286.58
710.411,-165.58
710.738,-5.58
711.066,-196.58
711.393,-75.58
0.712,-226.58
712.047,-115.58
712.375,249.42
712.702,-101.58
713.029,-224.58
713.356,271.42
713.683,-125.58
0.714,-197.58
714.337,-278.58
714.663,-189.58
0.715,-393.58
715.317,-311.58
715.644,-197.58
0.716,-426.58
716.297,-33.58
716.624,-53.58
0.717,-199.58
717.277,-326.58
717.603,-108.58
0.718,-155.58
718.256,-135.58
718.582,-178.58
718.908,-11.58
719.235,-77.58
719.561,-217.58
719.887,-326.58
720.213,-376.58
720.539,-68.58
720.865,-283.58
721.191,-389.58
721.517,-154.58
721.843,-136.58
722.169,-151.58
722.495,-229.58
0.723,40.42
723.146,-103.58
723.472,49.42
723.797,-241.58
724.123,-123.58
724.448,-55.58
724.774,-246.58
725.099,423.42
725.425,25.42
0.726,-107.58
726.075,-4.58
0.726,-180.58
726.726,-181.58
727.051,-261.58
727.376,-150.58
727.701,-118.58
728.026,-153.58
728.351,-224.58
728.676,-113.58
729.001,947.42
729.326,-126.58
729.651,-124.58
729.975,-80.58
0.730,-245.58
730.625,-299.58
730.949,-267.58
731.274,-306.58
731.598,254.42
731.923,-297.58
732.247,-106.58
732.572,-123.58
732.896,-65.58
0.733,-77.58
733.545,-220.58
733.869,-54.58
734.193,-18.58
734.517,-252.58
734.841,-16.58
735.165,74.42
735.489,-6.58
735.813,-348.58
736.137,-235.58
736.461,-185.58
736.785,-44.58
737.108,31.42
