lambda (nm),counts
241.452,-369.17
241.829,-423.17
242.206,-215.17
242.583,38.83
0.243,-359.17
243.336,-52.17
243.713,304.83
0.244,-161.17
244.466,-391.17
244.843,-263.17
245.219,-278.17
245.596,-248.17
245.972,-352.17
246.349,-373.17
246.725,-496.17
247.102,-367.17
247.478,-401.17
247.855,-217.17
248.231,-370.17
248.607,-577.17
248.983,-340.17
0.249,967.83
249.736,-435.17
250.112,-422.17
250.488,-235.17
250.864,-292.17
0.251,-457.17
251.616,-324.17
251.992,-413.17
252.368,-443.17
252.744,-375.17
0.253,663.83
253.496,-369.17
253.872,531.83
254.248,-314.17
254.624,-353.17
254.999,-344.17
255.375,-217.17
255.751,-349.17
256.126,-387.17
256.502,-386.17
256.878,-434.17
257.253,-379.17
257.629,-484.17
258.004,-355.17
0.258,-312.17
258.755,-293.17
259.131,-459.17
259.506,-273.17
259.882,-4.17
260.257,-322.17
260.632,-366.17
261.007,-316.17
261.383,-343.17
261.758,-329.17
262.133,-211.17
262.508,-453.17
262.883,-177.17
263.258,-182.17
263.633,-372.17
264.008,-391.17
264.383,-401.17
264.758,2.83
265.133,-191.17
265.508,-263.17
265.883,-167.17
266.258,-437.17
266.633,-537.17
267.008,-285.17
267.382,-446.17
267.757,-280.17
268.132,-573.17
268.506,-241.17
268.881,-362.17
269.256,-422.17
0.270,-396.17
270.005,-447.17
270.379,-357.17
270.754,-124.17
271.128,-449.17
271.502,-346.17
271.877,-436.17
272.251,-380.17
272.626,-392.17
0.273,-314.17
273.374,-502.17
273.748,-322.17
274.122,-229.17
274.497,-583.17
274.871,-249.17
275.245,-361.17
275.619,-540.17
275.993,-266.17
276.367,-503.17
276.741,-281.17
277.115,-274.17
277.489,-390.17
277.863,-417.17
278.236,-363.17
0.279,-184.17
278.984,581.83
279.358,-456.17
279.732,-280.17
280.105,-385.17
280.479,-363.17
280.852,-393.17
281.226,-303.17
0.282,-361.17
281.973,-357.17
282.347,-392.17
0.283,-142.17
283.094,-299.17
283.467,-253.17
0.284,-296.17
284.214,-189.17
284.587,-308.17
0.285,-206.17
285.333,-270.17
285.707,-414.17
0.286,-213.17
286.453,-278.17
286.826,558.83
287.199,-222.17
287.572,-239.17
287.945,-310.17
288.318,-363.17
288.691,-91.17
289.064,-335.17
289.437,-474.17
0.290,-263.17
290.183,-284.17
290.556,-133.17
290.928,-339.17
291.301,-506.17
291.674,-444.17
292.046,-352.17
292.419,-108.17
292.792,-493.17
293.164,-326.17
293.537,-301.17
293.909,-468.17
294.282,-308.17
294.654,-256.17
295.027,-398.17
295.399,-503.17
295.771,-335.17
296.144,-212.17
296.516,-87.17
296.888,-96.17
297.261,380.83
297.633,-270.17
298.005,-295.17
298.377,360.83
298.749,-550.17
299.121,-373.17
299.493,-562.17
299.865,-574.17
300.237,-557.17
300.609,-277.17
300.981,-163.17
301.353,-247.17
301.725,-358.17
302.097,-220.17
302.468,-331.17
0.303,-306.17
303.212,-167.17
303.584,-406.17
303.955,-326.17
304.327,-319.17
304.698,-471.17
0.305,-257.17
305.442,-464.17
305.813,-136.17
306.184,-36.17
306.556,615.83
306.927,-459.17
307.299,-360.17
0.308,-378.17
308.041,-251.17
308.413,-322.17
308.784,-205.17
309.155,-367.17
309.526,-308.17
309.897,-398.17
310.268,-83.17
0.311,-399.17
311.011,-350.17
311.382,-226.17
311.753,-364.17
312.123,-287.17
312.494,-174.17
312.865,-430.17
313.236,-443.17
313.607,-339.17
313.978,-467.17
314.348,-294.17
314.719,-243.17
0.315,-346.17
315.461,-146.17
315.831,-135.17
316.202,-478.17
316.572,-406.17
316.943,-401.17
317.313,-53.17
317.684,-526.17
318.054,-559.17
318.425,-351.17
318.795,-387.17
319.165,-264.17
319.536,-127.17
319.906,-268.17
320.276,-372.17
320.646,-359.17
321.016,-388.17
321.387,-386.17
321.757,-167.17
322.127,-400.17
322.497,-423.17
322.867,-265.17
323.237,-533.17
323.607,-285.17
323.977,-266.17
324.346,-451.17
324.716,-414.17
325.086,-437.17
325.456,-331.17
325.826,-441.17
326.195,-212.17
326.565,-115.17
326.935,-322.17
327.304,-364.17
327.674,-361.17
328.043,-254.17
328.413,-357.17
328.782,-109.17
329.152,-191.17
329.521,-439.17
329.891,-431.17
0.330,-260.17
330.629,-440.17
330.999,-349.17
331.368,-403.17
331.737,-265.17
332.106,-315.17
332.475,-335.17
332.845,-240.17
333.214,-320.17
333.583,-421.17
333.952,13.83
334.321,-431.17
0.335,-321.17
335.059,-222.17
335.427,-283.17
335.796,-445.17
336.165,-526.17
336.534,-437.17
336.903,-482.17
337.271,-419.17
0.338,-110.17
338.009,-294.17
338.377,-198.17
338.746,-305.17
339.114,399.83
339.483,-100.17
339.852,-263.17
0.340,-364.17
340.588,-214.17
340.957,-281.17
341.325,-502.17
341.693,-120.17
342.062,-363.17
0.342,-402.17
342.798,-300.17
343.166,-207.17
343.535,-481.17
343.903,-278.17
344.271,-421.17
344.639,627.83
345.007,-262.17
345.375,-278.17
345.743,-397.17
346.111,-529.17
346.479,-319.17
346.847,-395.17
347.214,-411.17
347.582,-319.17
0.348,-375.17
348.318,-213.17
348.685,-359.17
349.053,-249.17
349.421,-336.17
349.788,-203.17
350.156,-284.17
350.523,-396.17
350.891,-418.17
351.258,-441.17
351.626,-439.17
351.993,-382.17
0.352,-471.17
352.728,-349.17
353.095,-331.17
353.462,-395.17
0.354,-492.17
354.197,-275.17
354.564,-194.17
354.931,-302.17
355.298,-168.17
355.665,594.83
356.032,-528.17
356.399,-162.17
356.766,-371.17
357.133,-419.17
0.358,-430.17
357.867,234.83
358.234,-260.17
0.359,-273.17
358.967,-343.17
359.334,-380.17
359.701,-221.17
360.067,-489.17
360.434,-207.17
360.801,-225.17
361.167,-282.17
361.534,-516.17
0.362,-418.17
362.267,-323.17
362.633,-368.17
362.999,-593.17
363.366,-381.17
363.732,-233.17
364.098,-410.17
364.465,-320.17
364.831,-345.17
365.197,-218.17
365.563,-112.17
365.929,-283.17
366.295,-324.17
366.661,-428.17
367.027,-231.17
367.393,-391.17
367.759,-440.17
368.125,280.83
368.491,-275.17
368.857,-406.17
369.223,-202.17
369.589,-250.17
369.954,-283.17
0.370,-3.17
370.686,-474.17
371.051,-258.17
371.417,-431.17
371.782,-396.17
372.148,-426.17
372.513,-299.17
372.879,-339.17
373.244,-308.17
0.374,-268.17
373.975,-529.17
374.341,-328.17
374.706,-258.17
375.071,-538.17
375.436,-255.17
375.802,-313.17
376.167,-324.17
376.532,-313.17
376.897,-268.17
377.262,-379.17
377.627,-217.17
377.992,-193.17
378.357,-359.17
378.722,-499.17
379.087,-511.17
379.452,-360.17
379.816,-324.17
380.181,-486.17
380.546,-376.17
380.911,-362.17
381.275,-128.17
0.382,-476.17
382.005,-186.17
382.369,-357.17
382.734,-89.17
383.098,-258.17
383.463,-65.17
383.827,-266.17
384.192,-337.17
384.556,-404.17
0.385,-477.17
385.285,-355.17
385.649,-250.17
386.013,-375.17
386.377,-143.17
386.742,-425.17
387.106,-294.17
0.387,-288.17
387.834,-403.17
388.198,-221.17
388.562,-458.17
388.926,-295.17
0.389,-330.17
389.654,-381.17
390.018,-380.17
390.381,-339.17
390.745,-411.17
391.109,-465.17
391.473,-348.17
391.836,-416.17
0.392,-73.17
392.564,-301.17
392.927,-138.17
393.291,-450.17
393.654,-405.17
394.018,-217.17
394.381,-279.17
394.745,-365.17
395.108,-335.17
395.471,-377.17
395.835,-166.17
396.198,-404.17
396.561,87.83
396.924,-337.17
397.287,-423.17
397.651,-307.17
398.014,-72.17
398.377,-193.17
0.399,-319.17
399.103,-120.17
399.466,1366.83
399.829,-255.17
400.191,-258.17
400.554,-220.17
400.917,-127.17
0.401,678.83
401.643,-273.17
402.005,-458.17
402.368,-362.17
402.731,-269.17
403.093,-234.17
403.456,-196.17
403.818,-394.17
404.181,-544.17
404.543,-227.17
404.906,20.83
405.268,-364.17
405.631,-403.17
405.993,-249.17
406.355,-255.17
406.718,-282.17
0.407,-399.17
407.442,-439.17
407.804,-371.17
408.166,-41.17
408.528,-89.17
0.409,598.83
409.252,-187.17
409.614,-361.17
409.976,-335.17
410.338,-243.17
0.411,-340.17
411.062,-299.17
411.424,-281.17
411.785,-507.17
412.147,-541.17
412.509,807.83
412.871,-64.17
413.232,-256.17
413.594,-409.17
413.955,-170.17
414.317,-367.17
414.678,-111.17
0.415,-431.17
415.401,-280.17
415.763,-345.17
416.124,-130.17
416.485,-71.17
416.847,-299.17
417.208,-33.17
417.569,-332.17
0.418,-308.17
418.291,-257.17
418.652,-329.17
419.013,-94.17
419.374,-260.17
419.735,605.83
420.096,-158.17
420.457,-275.17
420.818,-223.17
421.179,-358.17
0.422,-405.17
421.901,-462.17
422.261,-233.17
422.622,-337.17
422.983,-419.17
423.343,-18.17
423.704,-414.17
424.065,-260.17
424.425,-269.17
424.786,-273.17
425.146,-347.17
425.506,-470.17
425.867,-383.17
426.227,-355.17
426.588,-358.17
426.948,-54.17
427.308,-279.17
427.668,-166.17
428.028,-277.17
428.389,-341.17
428.749,-395.17
429.109,-249.17
429.469,-203.17
429.829,445.83
430.189,-273.17
430.549,-425.17
430.909,-457.17
431.268,-397.17
431.628,-295.17
431.988,-291.17
432.348,-296.17
432.707,-49.17
433.067,-385.17
433.427,-342.17
433.786,-270.17
434.146,-237.17
434.506,-89.17
434.865,-523.17
435.224,-401.17
435.584,-280.17
435.943,-188.17
436.303,-281.17
436.662,-471.17
437.021,-93.17
0.437,-25.17
0.438,-233.17
438.099,-314.17
438.458,-455.17
438.817,-282.17
439.176,-364.17
439.535,-284.17
439.894,50.83
440.253,-476.17
440.612,-398.17
440.971,-274.17
0.441,-183.17
441.689,-307.17
442.047,-329.17
442.406,-137.17
442.765,-351.17
443.124,-180.17
443.482,-374.17
443.841,-396.17
444.199,-62.17
444.558,-267.17
444.916,102.83
445.275,-244.17
445.633,-311.17
445.992,-197.17
0.446,-203.17
446.708,-454.17
447.066,-339.17
447.425,-428.17
447.783,-408.17
448.141,-204.17
448.499,-423.17
448.857,-171.17
449.215,-195.17
449.573,-325.17
449.931,38.83
450.289,-107.17
450.647,-81.17
451.005,-339.17
451.363,-494.17
451.721,-229.17
452.078,-367.17
452.436,-340.17
452.794,481.83
453.152,-299.17
453.509,-166.17
453.867,-373.17
454.224,-119.17
454.582,-219.17
454.939,-408.17
455.297,-216.17
455.654,-176.17
456.011,-437.17
456.369,-361.17
456.726,-528.17
457.083,-528.17
457.441,-188.17
457.798,-211.17
458.155,-160.17
458.512,-219.17
458.869,39.83
459.226,-183.17
459.583,137.83
0.460,-312.17
460.297,-293.17
460.654,-219.17
461.011,-252.17
461.368,-236.17
461.724,-311.17
462.081,-409.17
462.438,-130.17
462.794,-403.17
463.151,-377.17
463.508,-345.17
463.864,-451.17
464.221,541.83
464.577,-358.17
464.934,-256.17
0.465,-383.17
465.646,-235.17
466.003,-61.17
466.359,-212.17
466.715,-114.17
467.072,-128.17
467.428,-199.17
467.784,-196.17
0.468,-233.17
468.496,-195.17
468.852,-362.17
469.208,-164.17
469.564,1143.83
0.470,-113.17
470.276,-282.17
470.632,-216.17
470.988,41.83
471.343,-317.17
471.699,-186.17
472.055,-272.17
472.411,-341.17
472.766,-269.17
473.122,-31.17
473.477,-219.17
473.833,-214.17
474.188,-253.17
474.544,-117.17
474.899,-163.17
475.255,-199.17
0.476,-244.17
475.965,-137.17
476.321,-217.17
476.676,-193.17
477.031,-133.17
477.386,61.83
477.741,-163.17
478.096,-77.17
478.451,-227.17
478.806,-25.17
479.161,12.83
479.516,-195.17
479.871,-90.17
480.226,168.83
480.581,652.83
480.936,72.83
0.481,107.83
481.645,-46.17
0.482,192.83
482.354,535.83
482.709,-6.17
483.064,-65.17
483.418,264.83
483.773,82.83
484.127,7.83
484.482,-88.17
484.836,139.83
0.485,254.83
485.545,194.83
485.899,92.83
486.253,420.83
486.607,343.83
486.961,420.83
487.315,1508.83
0.488,183.83
488.024,508.83
488.378,454.83
488.732,259.83
489.086,646.83
489.439,564.83
489.793,794.83
490.147,1358.83
490.501,875.83
490.855,1167.83
491.208,880.83
491.562,964.83
491.916,989.83
492.269,1064.83
492.623,1241.83
492.976,982.83
0.493,1109.83
493.683,1173.83
494.037,1350.83
0.494,1666.83
494.743,1685.83
495.097,1689.83
0.495,1682.83
495.803,1636.83
496.156,1833.83
496.509,1777.83
496.862,1861.83
497.215,1916.83
497.569,2259.83
497.922,2236.83
498.274,2293.83
498.627,2604.83
0.499,2765.83
499.333,2743.83
499.686,3093.83
500.039,3098.83
500.391,3243.83
500.744,3407.83
501.097,3523.83
501.449,3741.83
501.802,3806.83
502.154,4095.83
502.507,4249.83
502.859,4588.83
503.212,4905.83
503.564,5751.83
503.917,4991.83
504.269,5283.83
504.621,5736.83
504.973,6192.83
505.326,6064.83
505.678,6336.83
0.506,7029.83
506.382,7020.83
506.734,7548.83
507.086,7920.83
507.438,8100.83
0.508,8727.83
508.142,8966.83
508.494,9331.83
508.845,9854.83
509.197,10494.83
509.549,11122.83
509.901,12394.83
510.252,11920.83
510.604,12579.83
510.956,13721.83
511.307,13805.83
511.659,14326.83
0.512,15076.83
512.361,16158.83
512.713,17208.83
513.064,17690.83
513.416,18908.83
513.767,19168.83
514.118,20438.83
514.469,21358.83
0.515,22522.83
515.172,23552.83
515.523,24422.83
515.874,26202.83
516.225,26923.83
516.576,28154.83
516.927,29419.83
517.278,30208.83
517.628,31214.83
517.979,32588.83
0.518,33176.83
518.681,34705.83
519.031,36029.83
519.382,37419.83
519.733,37838.83
520.083,39353.83
520.434,40839.83
520.784,41331.83
521.135,42876.83
521.485,43345.83
521.836,43457.83
522.186,45054.83
522.536,46004.83
522.887,46674.83
523.237,47276.83
523.587,48206.83
523.937,49052.83
524.287,50217.83
524.638,50291.83
524.988,51429.83
525.338,50438.83
525.688,51741.83
526.038,52053.83
526.387,51967.83
526.737,52155.83
527.087,52243.83
527.437,52393.83
527.787,51291.83
528.136,51404.83
528.486,51561.83
528.836,51502.83
529.185,50689.83
529.535,50017.83
529.884,49962.83
530.234,49525.83
530.583,49004.83
530.933,47582.83
531.282,46509.83
531.631,46047.83
531.981,45978.83
0.532,45346.83
532.679,43915.83
533.028,43652.83
533.377,43484.83
533.726,41493.83
534.076,40824.83
534.425,39075.83
534.774,38448.83
535.122,37744.83
535.471,37136.83
0.536,36468.83
536.169,35896.83
536.518,35249.83
536.867,34518.83
537.215,33037.83
537.564,32297.83
537.913,32156.83
538.261,30837.83
0.539,30519.83
538.958,29313.83
539.307,28246.83
539.655,27974.83
540.003,27405.83
540.352,26860.83
0.541,26044.83
541.048,25807.83
541.397,24378.83
541.745,24049.83
542.093,23990.83
542.441,22921.83
542.789,22590.83
543.137,21787.83
543.485,21830.83
543.833,21511.83
544.181,20984.83
544.529,20691.83
544.877,19709.83
545.225,19989.83
545.572,18919.83
0.546,18909.83
546.268,18271.83
546.615,17816.83
546.963,17804.83
547.311,17295.83
547.658,17011.83
548.006,16323.83
548.353,16341.83
548.701,15639.83
549.048,15657.83
549.395,15227.83
549.743,14700.83
0.550,14530.83
550.437,14096.83
550.784,13811.83
551.131,13506.83
551.478,13715.83
551.825,12631.83
552.173,12439.83
552.519,12032.83
552.866,11739.83
553.213,11623.83
0.554,10936.83
553.907,11023.83
554.254,10740.83
554.601,10751.83
554.947,9860.83
555.294,9841.83
555.641,9419.83
555.987,9134.83
556.334,8749.83
0.557,8742.83
557.027,8526.83
557.373,8627.83
557.719,8342.83
558.066,8055.83
558.412,7341.83
558.758,7070.83
559.105,7152.83
559.451,6985.83
559.797,6962.83
560.143,6610.83
560.489,6604.83
560.835,6078.83
561.181,6092.83
561.527,6467.83
561.873,5893.83
562.219,5446.83
562.565,5199.83
562.911,5204.83
563.256,5021.83
563.602,5110.83
563.948,4854.83
564.293,4697.83
564.639,4633.83
564.985,4255.83
0.565,4146.83
565.676,4296.83
566.021,4135.83
566.366,4113.83
566.712,3740.83
567.057,3676.83
567.402,3508.83
567.748,3621.83
568.093,3729.83
568.438,3395.83
568.783,3480.83
569.128,3958.83
569.473,3210.83
569.818,2942.83
570.163,3179.83
570.508,3030.83
570.853,2628.83
571.198,2742.83
571.543,2552.83
571.887,2848.83
572.232,2488.83
572.577,2542.83
572.921,2336.83
573.266,2516.83
573.611,3201.83
573.955,2172.83
0.574,2228.83
574.644,2110.83
574.988,2118.83
575.333,1908.83
575.677,1803.83
576.021,1807.83
576.366,1838.83
0.577,1794.83
577.054,1889.83
577.398,1290.83
577.742,1558.83
578.086,1425.83
0.578,1521.83
578.774,1407.83
579.118,1308.83
579.462,1138.83
579.806,1196.83
0.580,1358.83
580.493,1121.83
580.837,1191.83
581.181,1068.83
581.524,1056.83
581.868,847.83
582.212,862.83
582.555,963.83
582.899,1026.83
583.242,834.83
583.585,2337.83
583.929,811.83
584.272,1015.83
584.615,1981.83
584.959,735.83
585.302,654.83
585.645,625.83
585.988,667.83
586.331,673.83
586.674,785.83
587.017,1340.83
0.587,606.83
587.703,577.83
588.046,429.83
588.389,691.83
588.732,601.83
589.074,455.83
589.417,241.83
0.590,468.83
590.102,227.83
590.445,398.83
590.788,385.83
0.591,459.83
591.473,495.83
591.815,116.83
592.157,436.83
0.593,366.83
592.842,204.83
593.184,88.83
593.526,204.83
593.869,392.83
594.211,284.83
594.553,253.83
594.895,245.83
595.237,315.83
595.579,54.83
595.921,183.83
596.263,261.83
596.605,93.83
596.947,606.83
597.288,278.83
0.598,845.83
597.972,293.83
598.313,75.83
598.655,63.83
598.997,278.83
599.338,115.83
0.600,14.83
600.021,-85.17
600.362,173.83
600.704,187.83
601.045,62.83
601.386,-45.17
601.728,57.83
602.069,119.83
0.602,116.83
602.751,89.83
603.092,63.83
603.433,1260.83
603.774,-39.17
604.115,-107.17
604.456,-22.17
604.797,-123.17
605.138,-45.17
605.479,9.83
0.606,-13.17
0.606,76.83
606.501,116.83
606.842,91.83
607.182,-50.17
607.523,-83.17
607.863,104.83
608.204,43.83
608.544,86.83
608.885,105.83
609.225,175.83
609.565,9.83
609.905,-73.17
610.246,-54.17
610.586,-321.17
610.926,-18.17
611.266,-209.17
611.606,-76.17
611.946,-132.17
612.286,-39.17
612.626,-309.17
612.966,184.83
613.306,11.83
613.646,-200.17
613.985,-126.17
614.325,-71.17
614.665,186.83
615.005,-19.17
615.344,-68.17
615.684,823.83
616.023,-16.17
616.363,-89.17
616.702,-161.17
617.042,-42.17
617.381,-12.17
0.618,-22.17
0.618,-52.17
618.399,-86.17
618.738,-279.17
619.077,194.83
619.416,-243.17
619.755,-51.17
620.094,-310.17
620.433,-100.17
620.772,-154.17
621.111,-267.17
0.621,-126.17
621.789,107.83
622.128,40.83
622.466,-257.17
622.805,-515.17
623.144,-215.17
623.482,-56.17
623.821,22.83
624.159,600.83
624.498,-116.17
624.836,-278.17
625.175,-93.17
625.513,-6.17
625.851,728.83
0.626,-66.17
626.528,-130.17
626.866,-283.17
627.204,-62.17
627.542,-226.17
627.881,55.83
628.219,-203.17
628.557,-81.17
628.895,-366.17
629.232,-76.17
0.630,29.83
629.908,-94.17
630.246,-163.17
630.584,-188.17
630.921,-103.17
631.259,-271.17
631.597,771.83
631.934,-96.17
632.272,-165.17
632.609,-182.17
632.947,-243.17
633.284,-54.17
633.621,-343.17
633.959,-109.17
634.296,-209.17
634.633,-122.17
634.971,-48.17
635.308,-198.17
635.645,-187.17
635.982,-325.17
636.319,-86.17
636.656,-152.17
636.993,-245.17
0.637,-302.17
637.667,-194.17
638.003,-317.17
0.638,-217.17
638.677,-126.17
639.014,-128.17
0.639,-298.17
639.687,-158.17
640.023,10.83
0.640,-119.17
640.696,-118.17
641.033,-241.17
641.369,-168.17
641.706,-116.17
642.042,-259.17
642.378,-184.17
642.715,-266.17
643.051,-122.17
643.387,-122.17
643.723,-308.17
644.059,119.83
644.395,-319.17
644.731,-351.17
645.067,-288.17
645.403,-86.17
645.739,-156.17
646.075,-407.17
0.646,-108.17
646.746,-209.17
647.082,2103.83
647.417,640.83
647.753,-98.17
648.089,-117.17
648.424,-109.17
0.649,-256.17
649.095,-81.17
0.649,12.83
649.766,55.83
650.101,-289.17
650.436,-402.17
650.771,-84.17
651.107,-75.17
651.442,-216.17
651.777,-297.17
652.112,-307.17
652.447,-187.17
652.782,-115.17
653.117,-81.17
653.452,109.83
653.787,-24.17
654.121,692.83
654.456,-37.17
654.791,-194.17
655.125,-182.17
0.655,-215.17
655.795,-387.17
656.129,-213.17
656.464,-99.17
656.798,-235.17
657.133,142.83
657.467,-382.17
657.801,-229.17
658.136,-177.17
0.658,-336.17
658.804,-269.17
659.138,-356.17
659.472,-294.17
659.806,-92.17
0.660,-315.17
660.474,-124.17
660.808,-94.17
661.142,-204.17
661.476,-415.17
0.662,-114.17
662.144,-267.17
662.477,18.83
662.811,-199.17
663.145,-143.17
663.478,-113.17
663.812,-309.17
664.145,-328.17
664.479,-159.17
664.812,-288.17
665.146,-233.17
665.479,-190.17
665.812,-220.17
666.146,-335.17
666.479,-370.17
666.812,-413.17
667.145,-393.17
667.478,-239.17
667.811,-143.17
668.144,-229.17
668.477,-291.17
0.669,-345.17
669.143,-12.17
669.476,-322.17
669.809,-333.17
670.141,-221.17
670.474,-269.17
670.807,-242.17
671.139,-227.17
671.472,-107.17
671.804,-401.17
672.137,497.83
672.469,737.83
672.802,-64.17
673.134,-135.17
673.467,-103.17
673.799,-240.17
674.131,-240.17
674.463,-40.17
674.795,-367.17
675.127,-231.17
675.459,-229.17
675.792,-180.17
676.123,-316.17
676.455,-228.17
676.787,-342.17
677.119,-178.17
677.451,-343.17
677.783,-128.17
678.114,20.83
678.446,-352.17
678.778,-226.17
679.109,783.83
679.441,-389.17
679.772,-181.17
680.104,-88.17
680.435,-216.17
680.767,-167.17
681.098,-234.17
681.429,-155.17
0.682,-296.17
682.092,-236.17
682.423,-110.17
682.754,-26.17
683.085,-303.17
683.416,-370.17
683.747,-269.17
684.078,-87.17
684.409,-168.17
0.685,-286.17
0.685,-112.17
685.401,-338.17
685.732,-283.17
686.063,-69.17
686.393,-125.17
686.724,-354.17
687.054,-177.17
687.385,-319.17
687.715,-137.17
688.046,-227.17
688.376,116.83
688.706,-140.17
689.037,-300.17
689.367,-198.17
689.697,-337.17
690.027,-372.17
690.357,-14.17
690.687,-58.17
691.017,-361.17
691.347,-119.17
691.677,-179.17
692.007,-170.17
692.337,-242.17
692.667,-174.17
692.997,-304.17
693.326,-300.17
693.656,-314.17
693.986,-225.17
694.315,6.83
694.645,59.83
694.974,-289.17
695.304,-132.17
695.633,-367.17
695.962,-245.17
696.292,-124.17
696.621,-381.17
0.697,-146.17
697.279,-300.17
697.609,-112.17
697.938,-19.17
698.267,138.83
698.596,-358.17
698.925,-122.17
699.254,-230.17
699.583,-212.17
699.911,-307.17
0.700,-375.17
700.569,-154.17
700.898,-425.17
701.226,105.83
701.555,-490.17
701.883,-422.17
702.212,-222.17
0.703,-219.17
702.869,-222.17
703.197,-196.17
703.526,-341.17
703.854,-104.17
704.182,-173.17
0.705,-19.17
704.839,-417.17
705.167,-47.17
705.495,-172.17
705.823,-255.17
706.151,-9.17
706.479,-398.17
706.807,-308.17
707.135,-332.17
707.462,27.83
0.708,-29.17
708.118,-94.17
708.446,-357.17
708.773,-291.17
709.101,196.83
709.429,-93.17
709.756,-173.17
710.084,-307.17
710.411,-273.17
710.738,-54.17
711.066,-180.17
711.393,-105.17
0.712,-285.17
712.047,-125.17
712.375,115.83
712.702,-148.17
713.029,-340.17
713.356,288.83
713.683,-180.17
0.714,-237.17
714.337,-322.17
714.663,-255.17
0.715,-494.17
715.317,-302.17
715.644,-230.17
0.716,-494.17
716.297,-20.17
716.624,-64.17
0.717,-188.17
717.277,-368.17
717.603,-113.17
0.718,-131.17
718.256,-227.17
718.582,-173.17
718.908,-35.17
719.235,-110.17
719.561,-301.17
719.887,-358.17
720.213,-370.17
720.539,-94.17
720.865,-286.17
721.191,-341.17
721.517,-182.17
721.843,-271.17
722.169,-195.17
722.495,-261.17
0.723,80.83
723.146,-149.17
723.472,-3.17
723.797,-234.17
724.123,-220.17
724.448,-44.17
724.774,-290.17
725.099,457.83
725.425,-29.17
0.726,-173.17
726.075,-23.17
0.726,-183.17
726.726,-218.17
727.051,-290.17
727.376,-216.17
727.701,-178.17
728.026,-199.17
728.351,-247.17
728.676,-147.17
729.001,919.83
729.326,-178.17
729.651,-181.17
729.975,-179.17
0.730,-252.17
730.625,-307.17
730.949,-336.17
731.274,-363.17
731.598,162.83
731.923,-320.17
732.247,-168.17
732.572,-113.17
732.896,-85.17
0.733,-104.17
733.545,-287.17
733.869,-0.17
734.193,-5.17
734.517,-288.17
734.841,-115.17
735.165,69.83
735.489,21.83
735.813,-383.17
736.137,-234.17
736.461,-203.17
736.785,-80.17
737.108,-8.17
737.432,-252.17
