lambda (nm),counts
252.368,-512.25
252.744,-393.25
0.253,658.75
253.496,-378.25
253.872,554.75
254.248,-289.25
254.624,-416.25
254.999,-350.25
255.375,-273.25
255.751,-409.25
256.126,-386.25
256.502,-406.25
256.878,-489.25
257.253,-462.25
257.629,-532.25
258.004,-412.25
0.258,-411.25
258.755,-337.25
259.131,-501.25
259.506,-250.25
259.882,-15.25
260.257,-423.25
260.632,-362.25
261.007,-440.25
261.383,-334.25
261.758,-428.25
262.133,-199.25
262.508,-499.25
262.883,-199.25
263.258,-223.25
263.633,-411.25
264.008,-406.25
264.383,-386.25
264.758,-148.25
265.133,-153.25
265.508,-325.25
265.883,-215.25
266.258,-424.25
266.633,-532.25
267.008,-345.25
267.382,-488.25
267.757,-336.25
268.132,-558.25
268.506,-332.25
268.881,-449.25
269.256,-455.25
0.270,-473.25
270.005,-488.25
270.379,-372.25
270.754,-281.25
271.128,-465.25
271.502,-476.25
271.877,-443.25
272.251,-512.25
272.626,-476.25
0.273,-326.25
273.374,-560.25
273.748,-351.25
274.122,-308.25
274.497,-598.25
274.871,-223.25
275.245,-440.25
275.619,-617.25
275.993,-288.25
276.367,-495.25
276.741,-299.25
277.115,-287.25
277.489,-385.25
277.863,-421.25
278.236,-407.25
0.279,-190.25
278.984,540.75
279.358,-544.25
279.732,-348.25
280.105,-390.25
280.479,-436.25
280.852,-405.25
281.226,-392.25
0.282,-374.25
281.973,-391.25
282.347,-482.25
0.283,-167.25
283.094,-391.25
283.467,-254.25
0.284,-345.25
284.214,-155.25
284.587,-344.25
0.285,-278.25
285.333,-392.25
285.707,-512.25
0.286,-269.25
286.453,-327.25
286.826,570.75
287.199,-306.25
287.572,-252.25
287.945,-387.25
288.318,-396.25
288.691,-168.25
289.064,-270.25
289.437,-474.25
0.290,-252.25
290.183,-243.25
290.556,-149.25
290.928,-374.25
291.301,-576.25
291.674,-583.25
292.046,-392.25
292.419,-146.25
292.792,-566.25
293.164,-454.25
293.537,-388.25
293.909,-486.25
294.282,-388.25
294.654,-264.25
295.027,-430.25
295.399,-580.25
295.771,-380.25
296.144,-361.25
296.516,-119.25
296.888,-176.25
297.261,337.75
297.633,-307.25
298.005,-339.25
298.377,262.75
298.749,-611.25
299.121,-425.25
299.493,-624.25
299.865,-553.25
300.237,-567.25
300.609,-275.25
300.981,-193.25
301.353,-337.25
301.725,-411.25
302.097,-289.25
302.468,-341.25
0.303,-358.25
303.212,-174.25
303.584,-376.25
303.955,-399.25
304.327,-417.25
304.698,-472.25
0.305,-362.25
305.442,-488.25
305.813,-133.25
306.184,-87.25
306.556,717.75
306.927,-521.25
307.299,-400.25
0.308,-421.25
308.041,-402.25
308.413,-326.25
308.784,-345.25
309.155,-370.25
309.526,-375.25
309.897,-485.25
310.268,-156.25
0.311,-414.25
311.011,-404.25
311.382,-172.25
311.753,-419.25
312.123,-340.25
312.494,-198.25
312.865,-491.25
313.236,-552.25
313.607,-359.25
313.978,-460.25
314.348,-363.25
314.719,-329.25
0.315,-337.25
315.461,-219.25
315.831,-224.25
316.202,-551.25
316.572,-485.25
316.943,-417.25
317.313,-115.25
317.684,-521.25
318.054,-593.25
318.425,-404.25
318.795,-452.25
319.165,-317.25
319.536,-142.25
319.906,-307.25
320.276,-528.25
320.646,-472.25
321.016,-431.25
321.387,-360.25
321.757,-233.25
322.127,-433.25
322.497,-512.25
322.867,-228.25
323.237,-578.25
323.607,-317.25
323.977,-273.25
324.346,-458.25
324.716,-412.25
325.086,-555.25
325.456,-377.25
325.826,-544.25
326.195,-230.25
326.565,-135.25
326.935,-421.25
327.304,-357.25
327.674,-491.25
328.043,-313.25
328.413,-365.25
328.782,-88.25
329.152,-166.25
329.521,-505.25
329.891,-480.25
0.330,-327.25
330.629,-472.25
330.999,-353.25
331.368,-403.25
331.737,-318.25
332.106,-385.25
332.475,-349.25
332.845,-180.25
333.214,-423.25
333.583,-506.25
333.952,-70.25
334.321,-507.25
0.335,-354.25
335.059,-188.25
335.427,-344.25
335.796,-475.25
336.165,-561.25
336.534,-545.25
336.903,-500.25
337.271,-421.25
0.338,-143.25
338.009,-358.25
338.377,-271.25
338.746,-346.25
339.114,377.75
339.483,-130.25
339.852,-252.25
0.340,-405.25
340.588,-184.25
340.957,-333.25
341.325,-526.25
341.693,-158.25
342.062,-424.25
0.342,-463.25
342.798,-366.25
343.166,-248.25
343.535,-495.25
343.903,-348.25
344.271,-426.25
344.639,632.75
345.007,-240.25
345.375,-312.25
345.743,-423.25
346.111,-520.25
346.479,-336.25
346.847,-379.25
347.214,-488.25
347.582,-372.25
0.348,-413.25
348.318,-238.25
348.685,-364.25
349.053,-222.25
349.421,-363.25
349.788,-285.25
350.156,-325.25
350.523,-432.25
350.891,-473.25
351.258,-513.25
351.626,-422.25
351.993,-391.25
0.352,-503.25
352.728,-379.25
353.095,-337.25
353.462,-437.25
0.354,-479.25
354.197,-305.25
354.564,-101.25
354.931,-374.25
355.298,-164.25
355.665,645.75
356.032,-580.25
356.399,-141.25
356.766,-352.25
357.133,-476.25
0.358,-409.25
357.867,174.75
358.234,-279.25
0.359,-272.25
358.967,-375.25
359.334,-356.25
359.701,-228.25
360.067,-455.25
360.434,-224.25
360.801,-244.25
361.167,-241.25
361.534,-495.25
0.362,-423.25
362.267,-344.25
362.633,-391.25
362.999,-571.25
363.366,-278.25
363.732,-284.25
364.098,-388.25
364.465,-347.25
364.831,-395.25
365.197,-271.25
365.563,-108.25
365.929,-182.25
366.295,-406.25
366.661,-377.25
367.027,-222.25
367.393,-411.25
367.759,-407.25
368.125,356.75
368.491,-227.25
368.857,-428.25
369.223,-114.25
369.589,-229.25
369.954,-228.25
0.370,-2.25
370.686,-412.25
371.051,-222.25
371.417,-386.25
371.782,-301.25
372.148,-327.25
372.513,-220.25
372.879,-244.25
373.244,-272.25
0.374,-86.25
373.975,-402.25
374.341,-204.25
374.706,-143.25
375.071,-269.25
375.436,-7.25
375.802,-119.25
376.167,-81.25
376.532,-1.25
376.897,-5.25
377.262,-28.25
377.627,167.75
377.992,244.75
378.357,220.75
378.722,-36.25
379.087,57.75
379.452,305.75
379.816,337.75
380.181,393.75
380.546,517.75
380.911,703.75
381.275,883.75
0.382,791.75
382.005,1106.75
382.369,1044.75
382.734,1718.75
383.098,1584.75
383.463,2021.75
383.827,2107.75
384.192,2415.75
384.556,2593.75
0.385,2705.75
385.285,3147.75
385.649,3854.75
386.013,4155.75
386.377,4897.75
386.742,5315.75
387.106,5955.75
0.387,6846.75
387.834,7329.75
388.198,8350.75
388.562,8774.75
388.926,9621.75
0.389,10964.75
389.654,11979.75
390.018,12658.75
390.381,13936.75
390.745,14656.75
391.109,16521.75
391.473,17907.75
391.836,19150.75
0.392,21619.75
392.564,23409.75
392.927,24812.75
393.291,26445.75
393.654,28241.75
394.018,30589.75
394.381,31430.75
394.745,33445.75
395.108,36906.75
395.471,39242.75
395.835,40982.75
396.198,42900.75
396.561,45770.75
396.924,46772.75
397.287,47625.75
397.651,50514.75
398.014,52215.75
398.377,53237.75
0.399,54881.75
399.103,54290.75
399.466,57257.75
399.829,55931.75
400.191,55499.75
400.554,55575.75
400.917,54059.75
0.401,55707.75
401.643,51613.75
402.005,50954.75
402.368,49154.75
402.731,47472.75
403.093,44913.75
403.456,44113.75
403.818,39689.75
404.181,37734.75
404.543,37748.75
404.906,35466.75
405.268,33688.75
405.631,31976.75
405.993,29167.75
406.355,27062.75
406.718,25533.75
0.407,24582.75
407.442,22787.75
407.804,22298.75
408.166,22265.75
408.528,20190.75
0.409,20686.75
409.252,18634.75
409.614,17022.75
409.976,16028.75
410.338,15593.75
0.411,14444.75
411.062,14147.75
411.424,13539.75
411.785,12464.75
412.147,12129.75
412.509,12610.75
412.871,10821.75
413.232,10194.75
413.594,9166.75
413.955,8771.75
414.317,8305.75
414.678,7342.75
0.415,6856.75
415.401,6434.75
415.763,6167.75
416.124,5735.75
416.485,5428.75
416.847,4672.75
417.208,4677.75
417.569,3897.75
0.418,3596.75
418.291,3217.75
418.652,3104.75
419.013,3076.75
419.374,2768.75
419.735,3523.75
420.096,2475.75
420.457,2275.75
420.818,2144.75
421.179,1834.75
0.422,1691.75
421.901,1436.75
422.261,1710.75
422.622,1464.75
422.983,1190.75
423.343,1523.75
423.704,1223.75
424.065,1190.75
424.425,1128.75
424.786,1011.75
425.146,977.75
425.506,702.75
425.867,826.75
426.227,798.75
426.588,638.75
426.948,848.75
427.308,665.75
427.668,778.75
428.028,539.75
428.389,487.75
428.749,368.75
429.109,473.75
429.469,488.75
429.829,1049.75
430.189,388.75
430.549,166.75
430.909,123.75
431.268,132.75
431.628,219.75
431.988,196.75
432.348,139.75
432.707,437.75
433.067,-17.25
433.427,76.75
433.786,105.75
434.146,17.75
434.506,199.75
434.865,-235.25
435.224,-131.25
435.584,6.75
435.943,61.75
436.303,5.75
436.662,-265.25
437.021,66.75
0.437,148.75
0.438,-63.25
438.099,-156.25
438.458,-227.25
438.817,-231.25
439.176,-170.25
439.535,-153.25
439.894,163.75
440.253,-373.25
440.612,-291.25
440.971,-157.25
0.441,-83.25
441.689,-272.25
442.047,-200.25
442.406,-89.25
442.765,-219.25
443.124,-60.25
443.482,-359.25
443.841,-351.25
444.199,-65.25
444.558,-250.25
444.916,167.75
445.275,-226.25
445.633,-307.25
445.992,-134.25
0.446,-185.25
446.708,-430.25
447.066,-352.25
447.425,-389.25
447.783,-415.25
448.141,-244.25
448.499,-435.25
448.857,-152.25
449.215,-159.25
449.573,-303.25
449.931,-32.25
450.289,-77.25
450.647,-176.25
451.005,-402.25
451.363,-444.25
451.721,-297.25
452.078,-341.25
452.436,-361.25
452.794,496.75
453.152,-303.25
453.509,-216.25
453.867,-353.25
454.224,-174.25
454.582,-221.25
454.939,-409.25
455.297,-269.25
455.654,-282.25
456.011,-479.25
456.369,-420.25
456.726,-580.25
457.083,-535.25
457.441,-249.25
457.798,-296.25
458.155,-158.25
458.512,-278.25
458.869,-16.25
459.226,-273.25
459.583,111.75
0.460,-396.25
460.297,-308.25
460.654,-349.25
461.011,-313.25
461.368,-317.25
461.724,-395.25
462.081,-509.25
462.438,-279.25
462.794,-437.25
463.151,-309.25
463.508,-385.25
463.864,-547.25
464.221,474.75
464.577,-400.25
464.934,-416.25
0.465,-430.25
465.646,-276.25
466.003,-197.25
466.359,-306.25
466.715,-198.25
467.072,-199.25
467.428,-251.25
467.784,-307.25
0.468,-335.25
468.496,-214.25
468.852,-459.25
469.208,-216.25
469.564,1121.75
0.470,-182.25
470.276,-369.25
470.632,-285.25
470.988,-61.25
471.343,-366.25
471.699,-335.25
472.055,-383.25
472.411,-417.25
472.766,-401.25
473.122,-105.25
473.477,-304.25
473.833,-323.25
474.188,-401.25
474.544,-193.25
474.899,-253.25
475.255,-370.25
0.476,-399.25
475.965,-334.25
476.321,-431.25
476.676,-352.25
477.031,-410.25
477.386,-154.25
477.741,-340.25
478.096,-295.25
478.451,-497.25
478.806,-217.25
479.161,-206.25
479.516,-441.25
479.871,-475.25
480.226,12.75
480.581,451.75
480.936,-263.25
0.481,-147.25
481.645,-451.25
0.482,-195.25
482.354,201.75
482.709,-388.25
483.064,-449.25
483.418,-172.25
483.773,-378.25
484.127,-526.25
484.482,-545.25
484.836,-391.25
0.485,-267.25
485.545,-350.25
485.899,-412.25
486.253,-110.25
486.607,-260.25
486.961,-207.25
487.315,782.75
0.488,-456.25
488.024,-322.25
488.378,-412.25
488.732,-577.25
489.086,-277.25
489.439,-376.25
489.793,-205.25
490.147,360.75
490.501,-206.25
490.855,50.75
491.208,-293.25
491.562,-305.25
491.916,-307.25
492.269,-201.25
492.623,-160.25
492.976,-504.25
0.493,-449.25
493.683,-415.25
494.037,-281.25
0.494,-105.25
494.743,-154.25
495.097,-278.25
0.495,-278.25
495.803,-356.25
496.156,-256.25
496.509,-446.25
496.862,-386.25
497.215,-528.25
497.569,-282.25
497.922,-374.25
498.274,-385.25
498.627,-242.25
0.499,-311.25
499.333,-390.25
499.686,-241.25
500.039,-305.25
500.391,-278.25
500.744,-263.25
501.097,-203.25
501.449,-226.25
501.802,-399.25
502.154,-186.25
502.507,-333.25
502.859,-275.25
503.212,-28.25
503.564,522.75
503.917,-343.25
504.269,-378.25
504.621,-213.25
504.973,47.75
505.326,-401.25
505.678,-408.25
0.506,59.75
506.382,-444.25
506.734,-303.25
507.086,-287.25
507.438,-432.25
0.508,-182.25
508.142,-355.25
508.494,-391.25
508.845,-318.25
509.197,-417.25
509.549,-292.25
509.901,601.75
510.252,-426.25
510.604,-489.25
510.956,-56.25
511.307,-429.25
511.659,-287.25
0.512,-457.25
512.361,-317.25
512.713,-183.25
513.064,-265.25
513.416,-313.25
513.767,-454.25
514.118,-549.25
514.469,-238.25
0.515,-415.25
515.172,-398.25
515.523,-352.25
515.874,169.75
516.225,-316.25
516.576,-149.25
516.927,-260.25
517.278,-244.25
517.628,-285.25
517.979,-261.25
0.518,-335.25
518.681,-311.25
519.031,-504.25
519.382,-21.25
519.733,-541.25
520.083,-396.25
520.434,-295.25
520.784,-322.25
521.135,-236.25
521.485,-342.25
521.836,-265.25
522.186,-383.25
522.536,-290.25
522.887,-365.25
523.237,-232.25
523.587,-319.25
523.937,-339.25
524.287,-202.25
524.638,-349.25
524.988,-228.25
525.338,-237.25
525.688,-404.25
526.038,-344.25
526.387,-386.25
526.737,-238.25
527.087,-126.25
527.437,-294.25
527.787,-227.25
528.136,-223.25
528.486,-185.25
528.836,-364.25
529.185,-331.25
529.535,-282.25
529.884,56.75
530.234,-317.25
530.583,-62.25
530.933,-246.25
531.282,-395.25
531.631,-207.25
531.981,-10.25
0.532,-378.25
532.679,-420.25
533.028,211.75
533.377,104.75
533.726,-441.25
534.076,-272.25
534.425,-316.25
534.774,-451.25
535.122,-441.25
535.471,-342.25
0.536,-292.25
536.169,-130.25
536.518,-110.25
536.867,189.75
537.215,-122.25
537.564,-387.25
537.913,-221.25
538.261,-256.25
0.539,-251.25
538.958,-232.25
539.307,-412.25
539.655,-317.25
540.003,-192.25
540.352,-483.25
0.541,-356.25
541.048,-159.25
541.397,-444.25
541.745,-301.25
542.093,31.75
542.441,-502.25
542.789,-189.25
543.137,-306.25
543.485,-65.25
543.833,-248.25
544.181,-339.25
544.529,-59.25
544.877,-570.25
545.225,-344.25
545.572,-418.25
0.546,-399.25
546.268,-474.25
546.615,-243.25
546.963,-290.25
547.311,-196.25
547.658,-307.25
548.006,-322.25
548.353,-237.25
548.701,-236.25
549.048,-175.25
549.395,-204.25
549.743,-325.25
0.550,-187.25
550.437,-454.25
550.784,-296.25
551.131,-251.25
551.478,184.75
551.825,-327.25
552.173,-189.25
552.519,-110.25
552.866,-349.25
553.213,-91.25
0.554,-369.25
553.907,-173.25
554.254,-241.25
554.601,50.75
554.947,-438.25
555.294,-460.25
555.641,-376.25
555.987,-254.25
556.334,-150.25
0.557,-329.25
557.027,-214.25
557.373,-130.25
557.719,-52.25
558.066,-129.25
558.412,-380.25
558.758,-512.25
559.105,-304.25
559.451,-418.25
559.797,-97.25
560.143,-444.25
560.489,-142.25
560.835,-266.25
561.181,-326.25
561.527,208.75
561.873,-209.25
562.219,-469.25
562.565,-504.25
562.911,-323.25
563.256,-357.25
563.602,-279.25
563.948,-246.25
564.293,-272.25
564.639,-276.25
564.985,-409.25
0.565,-520.25
565.676,-334.25
566.021,-341.25
566.366,-234.25
566.712,-294.25
567.057,-459.25
567.402,-486.25
567.748,-187.25
568.093,-23.25
568.438,-172.25
568.783,-109.25
569.128,571.75
569.473,-156.25
569.818,-342.25
570.163,-145.25
570.508,-140.25
570.853,-356.25
571.198,-243.25
571.543,-423.25
571.887,-122.25
572.232,-320.25
572.577,-310.25
572.921,-322.25
573.266,-188.25
573.611,692.75
573.955,-303.25
0.574,-316.25
574.644,-185.25
574.988,-235.25
575.333,-296.25
575.677,-422.25
576.021,-340.25
576.366,-259.25
0.577,-217.25
577.054,-70.25
577.398,-559.25
577.742,-302.25
578.086,-436.25
0.578,-117.25
578.774,-334.25
579.118,-372.25
579.462,-516.25
579.806,-304.25
0.580,-183.25
580.493,-377.25
580.837,-228.25
581.181,-334.25
581.524,-360.25
581.868,-380.25
582.212,-554.25
582.555,-214.25
582.899,-189.25
583.242,-273.25
583.585,1160.75
583.929,-308.25
584.272,-71.25
584.615,961.75
584.959,-289.25
585.302,-354.25
585.645,-326.25
585.988,-257.25
586.331,-284.25
586.674,-62.25
587.017,424.75
0.587,-351.25
587.703,-229.25
588.046,-340.25
588.389,-61.25
588.732,-206.25
589.074,-315.25
589.417,-456.25
0.590,-160.25
590.102,-475.25
590.445,-275.25
590.788,-303.25
0.591,-238.25
591.473,-55.25
591.815,-525.25
592.157,-132.25
0.593,-274.25
592.842,-406.25
593.184,-444.25
593.526,-370.25
593.869,-141.25
594.211,-231.25
594.553,-195.25
594.895,-337.25
595.237,-148.25
595.579,-400.25
595.921,-294.25
596.263,-248.25
596.605,-401.25
596.947,169.75
597.288,-182.25
0.598,519.75
597.972,-122.25
598.313,-319.25
598.655,-320.25
598.997,-166.25
599.338,-276.25
0.600,-411.25
600.021,-452.25
600.362,-98.25
600.704,-243.25
601.045,-256.25
601.386,-394.25
601.728,-275.25
602.069,-270.25
0.602,-230.25
602.751,-294.25
603.092,-255.25
603.433,1021.75
603.774,-393.25
604.115,-395.25
604.456,-335.25
604.797,-347.25
605.138,-353.25
605.479,-250.25
0.606,-272.25
0.606,-209.25
606.501,-131.25
606.842,-140.25
607.182,-321.25
607.523,-375.25
607.863,-130.25
608.204,-248.25
608.544,-180.25
608.885,-160.25
609.225,-61.25
609.565,-239.25
609.905,-353.25
610.246,-304.25
610.586,-600.25
610.926,-220.25
611.266,-505.25
611.606,-267.25
611.946,-412.25
612.286,-210.25
612.626,-484.25
612.966,49.75
613.306,-154.25
613.646,-350.25
613.985,-312.25
614.325,-204.25
614.665,71.75
615.005,-179.25
615.344,-239.25
615.684,739.75
616.023,-162.25
616.363,-239.25
616.702,-322.25
617.042,-221.25
617.381,-90.25
0.618,-180.25
0.618,-207.25
618.399,-179.25
618.738,-339.25
619.077,47.75
619.416,-369.25
619.755,-233.25
620.094,-440.25
620.433,-195.25
620.772,-228.25
621.111,-449.25
0.621,-201.25
621.789,-24.25
622.128,-61.25
622.466,-356.25
622.805,-627.25
623.144,-297.25
623.482,-147.25
623.821,-61.25
624.159,595.75
624.498,-243.25
624.836,-346.25
625.175,-152.25
625.513,-148.25
625.851,748.75
0.626,-155.25
626.528,-212.25
626.866,-378.25
627.204,-142.25
627.542,-350.25
627.881,-50.25
628.219,-303.25
628.557,-174.25
628.895,-454.25
629.232,-132.25
0.630,-78.25
629.908,-193.25
630.246,-180.25
630.584,-277.25
630.921,-183.25
631.259,-351.25
631.597,729.75
631.934,-184.25
632.272,-233.25
632.609,-254.25
632.947,-279.25
633.284,-53.25
633.621,-473.25
633.959,-176.25
634.296,-271.25
634.633,-157.25
634.971,-76.25
635.308,-265.25
635.645,-140.25
635.982,-446.25
636.319,-107.25
636.656,-218.25
636.993,-248.25
0.637,-378.25
637.667,-272.25
638.003,-326.25
0.638,-246.25
638.677,-180.25
639.014,-186.25
0.639,-382.25
639.687,-220.25
640.023,-2.25
0.640,-114.25
640.696,-207.25
641.033,-238.25
641.369,-136.25
641.706,-234.25
642.042,-272.25
642.378,-221.25
642.715,-288.25
643.051,-150.25
643.387,-221.25
643.723,-335.25
644.059,158.75
644.395,-365.25
644.731,-447.25
645.067,-358.25
645.403,-155.25
645.739,-212.25
646.075,-464.25
0.646,-179.25
646.746,-225.25
647.082,2094.75
647.417,674.75
647.753,-125.25
648.089,-141.25
648.424,-154.25
0.649,-332.25
649.095,-125.25
0.649,-65.25
649.766,104.75
650.101,-363.25
650.436,-395.25
650.771,-148.25
651.107,-85.25
651.442,-269.25
651.777,-380.25
652.112,-355.25
652.447,-332.25
652.782,-144.25
653.117,-118.25
653.452,128.75
653.787,-45.25
654.121,666.75
654.456,-76.25
654.791,-149.25
655.125,-240.25
0.655,-210.25
655.795,-366.25
656.129,-278.25
656.464,-140.25
656.798,-325.25
657.133,176.75
657.467,-468.25
657.801,-298.25
658.136,-222.25
0.658,-377.25
658.804,-327.25
659.138,-387.25
659.472,-329.25
659.806,-142.25
0.660,-351.25
660.474,-132.25
660.808,-138.25
661.142,-227.25
661.476,-450.25
0.662,-209.25
662.144,-242.25
662.477,-48.25
662.811,-191.25
663.145,-141.25
663.478,-197.25
663.812,-347.25
664.145,-305.25
664.479,-207.25
664.812,-341.25
665.146,-246.25
665.479,-133.25
665.812,-272.25
666.146,-422.25
666.479,-436.25
666.812,-435.25
667.145,-455.25
667.478,-246.25
667.811,-191.25
668.144,-247.25
668.477,-298.25
0.669,-493.25
669.143,-71.25
669.476,-369.25
669.809,-352.25
670.141,-214.25
670.474,-311.25
670.807,-260.25
671.139,-272.25
671.472,-143.25
671.804,-390.25
672.137,466.75
672.469,794.75
672.802,-9.25
673.134,-230.25
673.467,-44.25
673.799,-245.25
674.131,-223.25
674.463,-5.25
674.795,-424.25
675.127,-225.25
675.459,-258.25
675.792,-169.25
676.123,-329.25
676.455,-289.25
676.787,-388.25
677.119,-169.25
677.451,-382.25
677.783,-72.25
678.114,-48.25
678.446,-281.25
678.778,-223.25
679.109,774.75
679.441,-448.25
679.772,-252.25
680.104,-165.25
680.435,-324.25
680.767,-231.25
681.098,-244.25
681.429,-203.25
0.682,-341.25
682.092,-220.25
682.423,-119.25
682.754,1.75
683.085,-317.25
683.416,-339.25
683.747,-170.25
684.078,-119.25
684.409,-142.25
0.685,-353.25
0.685,-104.25
685.401,-328.25
685.732,-326.25
686.063,-139.25
686.393,-101.25
686.724,-453.25
687.054,-178.25
687.385,-357.25
687.715,-126.25
688.046,-209.25
688.376,58.75
688.706,-124.25
689.037,-322.25
689.367,-260.25
689.697,-419.25
690.027,-427.25
690.357,-24.25
690.687,-55.25
691.017,-356.25
691.347,-197.25
691.677,-167.25
692.007,-173.25
692.337,-234.25
692.667,-220.25
692.997,-309.25
693.326,-326.25
693.656,-338.25
693.986,-145.25
694.315,-108.25
694.645,53.75
694.974,-399.25
695.304,-184.25
695.633,-361.25
695.962,-275.25
696.292,-185.25
696.621,-450.25
0.697,-184.25
697.279,-254.25
697.609,-175.25
697.938,-69.25
698.267,118.75
698.596,-375.25
698.925,-131.25
699.254,-312.25
699.583,-226.25
699.911,-366.25
0.700,-459.25
700.569,-180.25
700.898,-437.25
701.226,-4.25
701.555,-438.25
701.883,-471.25
702.212,-227.25
0.703,-299.25
702.869,-278.25
703.197,-248.25
703.526,-304.25
703.854,-120.25
704.182,-173.25
0.705,-75.25
704.839,-449.25
705.167,-129.25
705.495,-224.25
705.823,-216.25
706.151,-41.25
706.479,-394.25
706.807,-305.25
707.135,-424.25
707.462,12.75
0.708,-57.25
708.118,-118.25
708.446,-384.25
708.773,-284.25
709.101,262.75
709.429,-129.25
709.756,-231.25
710.084,-304.25
710.411,-306.25
710.738,-78.25
711.066,-167.25
711.393,-209.25
0.712,-325.25
712.047,-178.25
712.375,191.75
712.702,-104.25
713.029,-349.25
713.356,355.75
713.683,-214.25
0.714,-171.25
714.337,-374.25
714.663,-297.25
0.715,-441.25
715.317,-396.25
715.644,-247.25
0.716,-589.25
716.297,-108.25
716.624,-113.25
0.717,-217.25
717.277,-432.25
717.603,-147.25
0.718,-234.25
718.256,-215.25
718.582,-196.25
718.908,-48.25
719.235,-87.25
719.561,-335.25
719.887,-307.25
720.213,-524.25
720.539,-78.25
720.865,-321.25
721.191,-428.25
721.517,-236.25
721.843,-250.25
722.169,-210.25
722.495,-338.25
0.723,82.75
723.146,-194.25
723.472,23.75
723.797,-318.25
724.123,-213.25
724.448,-114.25
724.774,-307.25
725.099,489.75
725.425,-21.25
0.726,-204.25
726.075,-37.25
0.726,-243.25
726.726,-281.25
727.051,-295.25
727.376,-204.25
727.701,-136.25
728.026,-244.25
728.351,-308.25
728.676,-128.25
729.001,962.75
729.326,-175.25
729.651,-243.25
729.975,-175.25
0.730,-343.25
730.625,-330.25
730.949,-405.25
731.274,-377.25
731.598,227.75
731.923,-360.25
732.247,-172.25
732.572,-151.25
732.896,-95.25
0.733,-64.25
733.545,-319.25
733.869,-25.25
734.193,-9.25
734.517,-323.25
734.841,-173.25
735.165,18.75
735.489,16.75
