lambda (nm),counts
735.813,-426.25
736.137,-285.25
736.461,-287.25
736.785,-36.25
737.108,-43.25
737.432,-269.25
737.756,-254.25
0.738,-325.25
738.403,-411.25
738.727,-213.25
0.739,-35.25
739.374,-539.25
739.697,-469.25
0.740,-214.25
740.344,-218.25
740.667,33.75
0.741,-245.25
741.313,-173.25
741.636,-345.25
0.742,-201.25
742.283,-255.25
742.606,-561.25
742.929,-320.25
743.251,-39.25
743.574,-99.25
743.897,-182.25
0.744,-314.25
744.543,-274.25
744.865,-232.25
745.188,-246.25
745.511,-617.25
745.833,50.75
746.156,-215.25
746.478,166.75
0.747,-39.25
747.123,-340.25
747.445,525.75
747.767,-199.25
0.748,-205.25
748.412,-254.25
748.734,-201.25
749.056,-154.25
749.378,-85.25
0.750,-261.25
750.022,-100.25
750.344,-204.25
750.666,-174.25
750.988,-147.25
751.309,-279.25
751.631,-164.25
751.953,-380.25
752.274,-411.25
752.596,364.75
752.918,-276.25
753.239,47.75
0.754,-166.25
753.882,-174.25
754.203,-254.25
754.525,-161.25
754.846,-296.25
755.167,-303.25
755.488,-180.25
755.809,-247.25
0.756,-155.25
756.451,-258.25
756.772,-182.25
757.093,-261.25
757.414,-183.25
757.735,-349.25
758.056,-424.25
758.377,2.75
758.697,-257.25
759.018,-34.25
759.339,-324.25
759.659,-261.25
0.760,-226.25
0.760,-303.25
760.621,-223.25
760.941,-310.25
761.262,-248.25
761.582,-337.25
761.902,-253.25
762.222,-188.25
762.543,-386.25
762.863,-405.25
763.183,-197.25
763.503,-94.25
763.823,-552.25
764.143,-310.25
764.463,-248.25
764.782,-83.25
765.102,-140.25
765.422,-220.25
765.742,-142.25
766.061,148.75
766.381,-314.25
766.701,-351.25
0.767,-253.25
0.767,-233.25
767.659,-332.25
767.978,-496.25
768.298,198.75
768.617,-385.25
768.936,-107.25
769.255,-138.25
769.575,-297.25
769.894,-260.25
770.213,-265.25
770.532,-296.25
770.851,-206.25
0.771,-297.25
771.489,-382.25
771.807,-216.25
772.126,-192.25
772.445,-193.25
772.764,-114.25
773.082,-156.25
773.401,-209.25
773.719,-32.25
774.038,-334.25
774.356,-347.25
774.675,-331.25
774.993,-40.25
775.312,-245.25
0.776,-24.25
775.948,-197.25
776.266,361.75
776.584,-395.25
776.902,-439.25
777.221,-196.25
777.539,-348.25
777.856,-190.25
778.174,-114.25
778.492,-325.25
0.779,-187.25
779.128,5.75
779.446,-357.25
779.763,-355.25
780.081,-400.25
780.398,-440.25
780.716,-350.25
781.033,-325.25
781.351,-363.25
781.668,-313.25
781.986,59.75
782.303,-329.25
0.783,-155.25
782.937,-388.25
783.255,-324.25
783.572,-232.25
783.889,-178.25
784.206,-221.25
784.523,-300.25
0.785,-230.25
785.157,-404.25
785.473,-222.25
0.786,-373.25
786.107,-423.25
786.424,-108.25
0.787,-284.25
787.057,-359.25
787.373,-228.25
0.788,-89.25
788.006,-41.25
788.323,354.75
788.639,1369.75
788.956,-374.25
789.272,-291.25
789.588,-239.25
789.904,-93.25
0.790,-82.25
790.536,-68.25
790.852,346.75
791.168,-260.25
791.484,-305.25
0.792,-195.25
792.116,-236.25
792.432,-294.25
792.748,-149.25
793.063,-119.25
793.379,-297.25
793.695,-157.25
0.794,-333.25
794.326,91.75
794.641,-431.25
794.957,-97.25
795.272,-74.25
795.587,-350.25
795.903,-156.25
796.218,-486.25
796.533,-137.25
796.848,7.75
797.163,-195.25
797.479,-202.25
797.794,-134.25
798.108,-237.25
798.423,-37.25
798.738,-208.25
799.053,93.75
799.368,-398.25
799.683,-374.25
799.997,-293.25
800.312,-274.25
800.626,-308.25
800.941,97.75
801.255,-145.25
0.802,-72.25
801.884,-316.25
802.199,-211.25
802.513,603.75
802.827,-337.25
803.141,-284.25
803.456,-308.25
0.804,-244.25
804.084,-353.25
804.398,-145.25
804.712,-154.25
805.026,-356.25
0.805,-288.25
805.653,-38.25
805.967,-356.25
806.281,-97.25
806.595,-155.25
806.908,1.75
807.222,-468.25
807.535,-89.25
807.849,-93.25
808.162,-106.25
808.476,-274.25
808.789,7.75
809.102,-290.25
809.416,-328.25
809.729,88.75
810.042,477.75
810.355,-225.25
810.668,-112.25
810.981,-168.25
811.294,-186.25
811.607,-172.25
0.812,-169.25
812.233,-122.25
812.546,-112.25
812.858,-468.25
813.171,-32.25
813.484,-282.25
813.796,-286.25
814.109,-73.25
814.421,-304.25
814.734,-131.25
815.046,-220.25
815.358,-1.25
815.671,-265.25
815.983,-351.25
816.295,-197.25
816.607,-192.25
0.817,10.75
817.232,-126.25
817.544,166.75
817.856,-305.25
818.168,-147.25
818.479,-162.25
818.791,-63.25
819.103,-139.25
819.415,-187.25
819.726,-339.25
820.038,-364.25
0.820,-330.25
820.661,-372.25
820.973,-360.25
821.284,-288.25
821.596,-56.25
821.907,1985.75
822.218,-20.25
822.529,-223.25
822.841,-364.25
823.152,-380.25
823.463,-26.25
823.774,-128.25
824.085,-48.25
824.396,71.75
824.707,-98.25
825.018,-134.25
825.329,-266.25
825.639,-132.25
0.826,-103.25
826.261,-31.25
826.571,916.75
826.882,-461.25
827.193,-269.25
827.503,1432.75
827.813,-334.25
828.124,-6.25
828.434,-261.25
828.744,158.75
829.055,-31.25
829.365,-9.25
829.675,-257.25
829.985,-165.25
830.295,-179.25
830.605,-155.25
830.915,-173.25
831.225,-91.25
831.535,-367.25
831.845,-229.25
832.155,-226.25
832.464,24.75
832.774,-335.25
833.084,-296.25
833.393,-297.25
833.703,5.75
834.012,-382.25
834.322,-435.25
834.631,-266.25
0.835,-274.25
0.835,63.75
835.559,-130.25
835.868,167.75
836.177,-261.25
836.486,128.75
836.795,43.75
837.104,-233.25
837.413,-85.25
837.722,-246.25
838.031,96.75
0.838,-236.25
838.648,-149.25
838.957,-42.25
839.266,-226.25
839.574,-2.25
839.883,-251.25
840.191,-94.25
0.841,-256.25
840.808,-355.25
841.117,0.75
841.425,-370.25
841.733,-61.25
842.041,-9.25
0.842,-196.25
842.658,-90.25
842.966,-189.25
843.274,-173.25
843.582,-197.25
0.844,-557.25
844.198,-272.25
844.505,205.75
844.813,-7.25
845.121,-95.25
845.429,-282.25
845.736,-498.25
846.044,89.75
846.351,-178.25
846.659,-284.25
846.966,-192.25
847.274,-145.25
847.581,-304.25
847.888,-170.25
848.196,-47.25
848.503,-382.25
0.849,-279.25
849.117,-282.25
849.424,-282.25
849.731,-199.25
850.038,831.75
850.345,-166.25
850.652,-175.25
850.959,-136.25
851.265,101.75
851.572,-94.25
851.879,-355.25
852.185,-240.25
852.492,-313.25
852.798,3.75
853.105,-441.25
853.411,-237.25
853.718,-285.25
854.024,-17.25
0.854,-228.25
854.636,-224.25
854.943,-360.25
855.249,-167.25
855.555,-178.25
855.861,-106.25
856.167,-314.25
856.473,-45.25
856.779,-108.25
857.084,-148.25
0.857,47.75
857.696,-81.25
858.002,-26.25
858.307,-433.25
858.613,-221.25
858.918,-134.25
859.224,-151.25
859.529,-36.25
859.835,-217.25
0.860,177.75
860.445,-25.25
0.861,-29.25
861.056,0.75
861.361,-168.25
861.666,-265.25
861.971,-229.25
862.276,-125.25
862.581,69.75
862.886,-246.25
0.863,50.75
863.495,-314.25
0.864,-85.25
864.105,-137.25
864.409,-120.25
864.714,-316.25
865.018,-198.25
865.323,-351.25
865.627,-328.25
865.932,-245.25
866.236,3.75
0.867,-184.25
866.845,-181.25
867.149,-59.25
867.453,-96.25
867.757,-450.25
868.061,-181.25
868.365,-415.25
868.669,-317.25
868.973,-249.25
869.277,-221.25
869.581,176.75
869.884,-326.25
870.188,-94.25
870.492,164.75
870.795,-150.25
871.099,-89.25
871.402,-398.25
871.706,-8.25
872.009,-47.25
872.313,-199.25
872.616,-155.25
872.919,-199.25
873.222,-397.25
873.526,-167.25
873.829,-29.25
874.132,-77.25
874.435,-131.25
874.738,-341.25
875.041,-195.25
875.344,-250.25
875.646,-168.25
875.949,-165.25
876.252,-374.25
876.554,-107.25
876.857,-464.25
0.877,187.75
877.462,-123.25
877.765,100.75
878.067,-281.25
878.369,20.75
878.672,-46.25
878.974,51.75
879.276,-222.25
879.578,-186.25
0.880,33.75
880.182,-351.25
880.484,-184.25
880.786,-80.25
881.088,-190.25
0.881,-79.25
881.692,-11.25
881.994,30.75
882.296,-119.25
882.597,-380.25
882.899,-101.25
0.883,-157.25
883.502,-86.25
883.803,-221.25
884.105,779.75
884.406,-151.25
884.707,-120.25
885.009,-260.25
0.885,-341.25
885.611,-122.25
885.912,-104.25
886.213,-88.25
886.514,-331.25
886.815,1033.75
887.116,-36.25
887.417,-77.25
887.718,217.75
888.019,10.75
888.319,-51.25
0.889,-98.25
888.921,-276.25
889.221,-271.25
889.522,161.75
889.822,-298.25
890.122,-361.25
890.423,-223.25
890.723,-137.25
891.023,-296.25
891.324,-21.25
891.624,134.75
891.924,-183.25
892.224,-240.25
892.524,-176.25
892.824,-193.25
893.124,-27.25
893.424,-121.25
893.723,-84.25
894.023,-197.25
894.323,-354.25
894.623,-141.25
894.922,-78.25
895.222,133.75
895.521,-353.25
895.821,-370.25
0.896,-361.25
896.419,-342.25
896.719,-102.25
897.018,-130.25
897.317,77.75
897.616,3.75
897.915,-135.25
898.215,-91.25
898.514,172.75
898.812,-130.25
899.111,362.75
0.899,-127.25
899.709,742.75
900.008,-143.25
900.306,-309.25
900.605,-114.25
900.904,-221.25
901.202,-335.25
901.501,-78.25
901.799,-190.25
902.098,-180.25
902.396,-150.25
902.694,149.75
902.992,-35.25
903.291,-93.25
903.589,-5.25
903.887,-261.25
904.185,192.75
904.483,123.75
