lambda (nm),counts
736.785,-27.25
737.108,54.75
737.432,-276.25
737.756,-288.25
0.738,-345.25
738.403,-344.25
738.727,-298.25
0.739,-24.25
739.374,-561.25
739.697,-384.25
0.740,-249.25
740.344,-151.25
740.667,-24.25
0.741,-303.25
741.313,-199.25
741.636,-357.25
0.742,-212.25
742.283,-301.25
742.606,-533.25
742.929,-266.25
743.251,-115.25
743.574,-136.25
743.897,-231.25
0.744,-355.25
744.543,-252.25
744.865,-257.25
745.188,-281.25
745.511,-550.25
745.833,-63.25
746.156,-161.25
746.478,238.75
0.747,-100.25
747.123,-267.25
747.445,562.75
747.767,-156.25
0.748,-261.25
748.412,-236.25
748.734,-143.25
749.056,-196.25
749.378,-82.25
0.750,-323.25
750.022,-138.25
750.344,-201.25
750.666,-248.25
750.988,-102.25
751.309,-200.25
751.631,-222.25
751.953,-289.25
752.274,-390.25
752.596,397.75
752.918,-239.25
753.239,56.75
0.754,-187.25
753.882,-177.25
754.203,-205.25
754.525,-166.25
754.846,-368.25
755.167,-334.25
755.488,-148.25
755.809,-274.25
0.756,-125.25
756.451,-246.25
756.772,-136.25
757.093,-304.25
757.414,-160.25
757.735,-327.25
758.056,-449.25
758.377,33.75
758.697,-233.25
759.018,-107.25
759.339,-300.25
759.659,-254.25
0.760,-220.25
0.760,-375.25
760.621,-233.25
760.941,-268.25
761.262,-242.25
761.582,-368.25
761.902,-225.25
762.222,-232.25
762.543,-227.25
762.863,-405.25
763.183,-169.25
763.503,-74.25
763.823,-586.25
764.143,-309.25
764.463,-255.25
764.782,-116.25
765.102,-188.25
765.422,-157.25
765.742,-148.25
766.061,160.75
766.381,-251.25
766.701,-329.25
0.767,-246.25
0.767,-187.25
767.659,-241.25
767.978,-433.25
768.298,127.75
768.617,-361.25
768.936,-240.25
769.255,-127.25
769.575,-342.25
769.894,-277.25
770.213,-291.25
770.532,-247.25
770.851,-188.25
0.771,-225.25
771.489,-349.25
771.807,-174.25
772.126,-161.25
772.445,-162.25
772.764,-88.25
773.082,-140.25
773.401,-213.25
773.719,-110.25
774.038,-404.25
774.356,-321.25
774.675,-379.25
774.993,-130.25
775.312,-245.25
0.776,47.75
775.948,-162.25
776.266,366.75
776.584,-391.25
776.902,-432.25
777.221,-202.25
777.539,-386.25
777.856,-221.25
778.174,-163.25
778.492,-353.25
0.779,-198.25
779.128,-44.25
779.446,-364.25
779.763,-334.25
780.081,-373.25
780.398,-425.25
780.716,-282.25
781.033,-287.25
781.351,-256.25
781.668,-307.25
781.986,54.75
782.303,-309.25
0.783,-168.25
782.937,-377.25
783.255,-358.25
783.572,-180.25
783.889,-235.25
784.206,-206.25
784.523,-266.25
0.785,-227.25
785.157,-445.25
785.473,-270.25
0.786,-374.25
786.107,-334.25
786.424,-124.25
0.787,-213.25
787.057,-389.25
787.373,-284.25
0.788,-55.25
788.006,18.75
788.323,258.75
788.639,1278.75
788.956,-429.25
789.272,-347.25
789.588,-205.25
789.904,-125.25
0.790,-53.25
790.536,-147.25
790.852,331.75
791.168,-222.25
791.484,-303.25
0.792,-176.25
792.116,-246.25
792.432,-375.25
792.748,-84.25
793.063,-194.25
793.379,-323.25
793.695,-181.25
0.794,-347.25
794.326,65.75
794.641,-439.25
794.957,-46.25
795.272,-101.25
795.587,-267.25
795.903,-73.25
796.218,-455.25
796.533,-89.25
796.848,20.75
797.163,-227.25
797.479,-158.25
797.794,-197.25
798.108,-220.25
798.423,-132.25
798.738,-240.25
799.053,64.75
799.368,-431.25
799.683,-356.25
799.997,-338.25
800.312,-243.25
800.626,-323.25
800.941,60.75
801.255,-148.25
0.802,-168.25
801.884,-293.25
802.199,-220.25
802.513,454.75
802.827,-299.25
803.141,-328.25
803.456,-304.25
0.804,-232.25
804.084,-445.25
804.398,-107.25
804.712,-185.25
805.026,-402.25
0.805,-219.25
805.653,-75.25
805.967,-392.25
806.281,-30.25
806.595,-144.25
806.908,-64.25
807.222,-416.25
807.535,-161.25
807.849,-85.25
808.162,-95.25
808.476,-263.25
808.789,-24.25
809.102,-282.25
809.416,-344.25
809.729,58.75
810.042,371.75
810.355,-191.25
810.668,-80.25
810.981,-175.25
811.294,-196.25
811.607,-212.25
0.812,-185.25
812.233,-132.25
812.546,-119.25
812.858,-461.25
813.171,-91.25
813.484,-355.25
813.796,-284.25
814.109,-41.25
814.421,-283.25
814.734,-103.25
815.046,-269.25
815.358,-44.25
815.671,-253.25
815.983,-305.25
816.295,-255.25
816.607,-178.25
0.817,-66.25
817.232,-168.25
817.544,115.75
817.856,-310.25
818.168,-176.25
818.479,-212.25
818.791,-134.25
819.103,-183.25
819.415,-181.25
819.726,-328.25
820.038,-301.25
0.820,-342.25
820.661,-402.25
820.973,-437.25
821.284,-312.25
821.596,-61.25
821.907,1863.75
822.218,-74.25
822.529,-277.25
822.841,-410.25
823.152,-398.25
823.463,-145.25
823.774,-139.25
824.085,-128.25
824.396,109.75
824.707,-185.25
825.018,-172.25
825.329,-302.25
825.639,-76.25
0.826,-135.25
826.261,-26.25
826.571,929.75
826.882,-500.25
827.193,-325.25
827.503,1326.75
827.813,-354.25
828.124,16.75
828.434,-306.25
828.744,75.75
829.055,-53.25
829.365,-12.25
829.675,-287.25
829.985,-210.25
830.295,-191.25
830.605,-141.25
830.915,-139.25
831.225,-139.25
831.535,-381.25
831.845,-234.25
832.155,-220.25
832.464,-8.25
832.774,-345.25
833.084,-359.25
833.393,-291.25
833.703,24.75
834.012,-320.25
834.322,-381.25
834.631,-261.25
0.835,-235.25
0.835,3.75
835.559,-161.25
835.868,139.75
836.177,-187.25
836.486,107.75
836.795,5.75
837.104,-245.25
837.413,-91.25
837.722,-287.25
838.031,107.75
0.838,-191.25
838.648,-225.25
838.957,-15.25
839.266,-188.25
839.574,36.75
839.883,-224.25
840.191,-136.25
0.841,-234.25
840.808,-297.25
841.117,-25.25
841.425,-363.25
841.733,-153.25
842.041,-52.25
0.842,-220.25
842.658,-80.25
842.966,-226.25
843.274,-128.25
843.582,-189.25
0.844,-604.25
844.198,-273.25
844.505,260.75
844.813,-42.25
845.121,-109.25
845.429,-302.25
845.736,-534.25
846.044,57.75
846.351,-212.25
846.659,-346.25
846.966,-197.25
847.274,-166.25
847.581,-337.25
847.888,-196.25
848.196,-77.25
848.503,-338.25
0.849,-305.25
849.117,-307.25
849.424,-199.25
849.731,-206.25
850.038,762.75
850.345,-179.25
850.652,-192.25
850.959,-198.25
851.265,5.75
851.572,-42.25
851.879,-441.25
852.185,-239.25
852.492,-302.25
852.798,-43.25
853.105,-405.25
853.411,-284.25
853.718,-263.25
854.024,-70.25
0.854,-281.25
854.636,-199.25
854.943,-330.25
855.249,-116.25
855.555,-237.25
855.861,-215.25
856.167,-308.25
856.473,-16.25
856.779,-149.25
857.084,-182.25
0.857,16.75
857.696,-67.25
858.002,-47.25
858.307,-398.25
858.613,-206.25
858.918,-126.25
859.224,-190.25
859.529,-108.25
859.835,-175.25
0.860,200.75
860.445,-69.25
0.861,-80.25
861.056,-70.25
861.361,-182.25
861.666,-249.25
861.971,-301.25
862.276,-140.25
862.581,44.75
862.886,-277.25
0.863,30.75
863.495,-306.25
0.864,-49.25
864.105,-142.25
864.409,-145.25
864.714,-261.25
865.018,-232.25
865.323,-292.25
865.627,-369.25
865.932,-277.25
866.236,-6.25
0.867,-178.25
866.845,-255.25
867.149,-108.25
867.453,-37.25
867.757,-422.25
868.061,-172.25
868.365,-432.25
868.669,-381.25
868.973,-223.25
869.277,-244.25
869.581,137.75
869.884,-348.25
870.188,-33.25
870.492,127.75
870.795,-211.25
871.099,-133.25
871.402,-405.25
871.706,-14.25
872.009,-49.25
872.313,-171.25
872.616,-196.25
872.919,-195.25
873.222,-332.25
873.526,-157.25
873.829,-26.25
874.132,-171.25
874.435,-133.25
874.738,-300.25
875.041,-198.25
875.344,-264.25
875.646,-130.25
875.949,-175.25
876.252,-355.25
876.554,-145.25
876.857,-410.25
0.877,151.75
877.462,-161.25
877.765,107.75
878.067,-325.25
878.369,-46.25
878.672,-12.25
878.974,-6.25
879.276,-238.25
879.578,-208.25
0.880,-33.25
880.182,-306.25
880.484,-220.25
880.786,-141.25
881.088,-148.25
0.881,-94.25
881.692,-23.25
881.994,-70.25
882.296,-123.25
882.597,-305.25
882.899,-138.25
0.883,-155.25
883.502,-17.25
883.803,-194.25
884.105,729.75
884.406,-191.25
884.707,-119.25
885.009,-298.25
0.885,-367.25
885.611,-162.25
885.912,-143.25
886.213,-105.25
886.514,-356.25
886.815,931.75
887.116,-65.25
887.417,-100.25
887.718,239.75
888.019,29.75
888.319,-53.25
0.889,-85.25
888.921,-318.25
889.221,-298.25
889.522,123.75
889.822,-324.25
890.122,-417.25
890.423,-215.25
890.723,-207.25
891.023,-283.25
891.324,-21.25
891.624,115.75
891.924,-141.25
892.224,-252.25
892.524,-197.25
892.824,-160.25
893.124,-21.25
893.424,-126.25
893.723,-162.25
894.023,-193.25
894.323,-362.25
894.623,-169.25
894.922,-139.25
895.222,104.75
895.521,-363.25
895.821,-335.25
0.896,-346.25
896.419,-305.25
896.719,-106.25
897.018,-77.25
897.317,74.75
897.616,18.75
897.915,-92.25
898.215,-154.25
898.514,90.75
898.812,-163.25
899.111,362.75
0.899,-181.25
899.709,702.75
900.008,-205.25
900.306,-260.25
900.605,-193.25
900.904,-248.25
901.202,-264.25
901.501,-113.25
901.799,-188.25
902.098,-179.25
902.396,-177.25
902.694,41.75
902.992,-55.25
903.291,-165.25
903.589,-6.25
903.887,-230.25
904.185,158.75
904.483,30.75
