lambda (nm),counts
266.258,-458.25
266.633,-559.25
267.008,-338.25
267.382,-480.25
267.757,-327.25
268.132,-539.25
268.506,-243.25
268.881,-450.25
269.256,-500.25
0.270,-424.25
270.005,-525.25
270.379,-376.25
270.754,-204.25
271.128,-460.25
271.502,-468.25
271.877,-433.25
272.251,-455.25
272.626,-360.25
0.273,-349.25
273.374,-478.25
273.748,-361.25
274.122,-284.25
274.497,-621.25
274.871,-217.25
275.245,-431.25
275.619,-546.25
275.993,-291.25
276.367,-521.25
276.741,-328.25
277.115,-290.25
277.489,-418.25
277.863,-492.25
278.236,-423.25
0.279,-215.25
278.984,601.75
279.358,-484.25
279.732,-295.25
280.105,-441.25
280.479,-339.25
280.852,-435.25
281.226,-351.25
0.282,-337.25
281.973,-357.25
282.347,-452.25
0.283,-189.25
283.094,-356.25
283.467,-298.25
0.284,-357.25
284.214,-167.25
284.587,-378.25
0.285,-277.25
285.333,-326.25
285.707,-499.25
0.286,-204.25
286.453,-347.25
286.826,562.75
287.199,-247.25
287.572,-274.25
287.945,-368.25
288.318,-333.25
288.691,-117.25
289.064,-321.25
289.437,-501.25
0.290,-256.25
290.183,-293.25
290.556,-215.25
290.928,-360.25
291.301,-581.25
291.674,-534.25
292.046,-363.25
292.419,-67.25
292.792,-512.25
293.164,-384.25
293.537,-389.25
293.909,-486.25
294.282,-368.25
294.654,-244.25
295.027,-451.25
295.399,-499.25
295.771,-400.25
296.144,-314.25
296.516,-124.25
296.888,-115.25
297.261,326.75
297.633,-341.25
298.005,-218.25
298.377,278.75
298.749,-595.25
299.121,-363.25
299.493,-620.25
299.865,-570.25
300.237,-553.25
300.609,-289.25
300.981,-181.25
301.353,-280.25
301.725,-383.25
302.097,-260.25
302.468,-365.25
0.303,-353.25
303.212,-180.25
303.584,-404.25
303.955,-329.25
304.327,-402.25
304.698,-441.25
0.305,-294.25
305.442,-491.25
305.813,-223.25
306.184,-72.25
306.556,507.75
306.927,-466.25
307.299,-416.25
0.308,-375.25
308.041,-350.25
308.413,-356.25
308.784,-328.25
309.155,-471.25
309.526,-288.25
309.897,-441.25
310.268,-168.25
0.311,-438.25
311.011,-378.25
311.382,-204.25
311.753,-414.25
312.123,-351.25
312.494,-156.25
312.865,-446.25
313.236,-518.25
313.607,-364.25
313.978,-541.25
314.348,-326.25
314.719,-336.25
0.315,-334.25
315.461,-174.25
315.831,-183.25
316.202,-567.25
316.572,-434.25
316.943,-442.25
317.313,-97.25
317.684,-549.25
318.054,-608.25
318.425,-405.25
318.795,-441.25
319.165,-323.25
319.536,-207.25
319.906,-251.25
320.276,-453.25
320.646,-444.25
321.016,-375.25
321.387,-381.25
321.757,-314.25
322.127,-393.25
322.497,-439.25
322.867,-277.25
323.237,-577.25
323.607,-354.25
323.977,-305.25
324.346,-462.25
324.716,-446.25
325.086,-539.25
325.456,-378.25
325.826,-501.25
326.195,-200.25
326.565,-169.25
326.935,-313.25
327.304,-397.25
327.674,-406.25
328.043,-251.25
328.413,-389.25
328.782,-120.25
329.152,-237.25
329.521,-433.25
329.891,-541.25
0.330,-351.25
330.629,-490.25
330.999,-403.25
331.368,-456.25
331.737,-261.25
332.106,-409.25
332.475,-309.25
332.845,-276.25
333.214,-350.25
333.583,-483.25
333.952,-76.25
334.321,-515.25
0.335,-430.25
335.059,-197.25
335.427,-372.25
335.796,-446.25
336.165,-607.25
336.534,-506.25
336.903,-483.25
337.271,-423.25
0.338,-150.25
338.009,-338.25
338.377,-246.25
338.746,-330.25
339.114,371.75
339.483,-137.25
339.852,-317.25
0.340,-366.25
340.588,-222.25
340.957,-324.25
341.325,-568.25
341.693,-121.25
342.062,-373.25
0.342,-427.25
342.798,-372.25
343.166,-251.25
343.535,-510.25
343.903,-444.25
344.271,-437.25
344.639,651.75
345.007,-284.25
345.375,-281.25
345.743,-359.25
346.111,-537.25
346.479,-357.25
346.847,-428.25
347.214,-487.25
347.582,-377.25
0.348,-365.25
348.318,-205.25
348.685,-327.25
349.053,-324.25
349.421,-384.25
349.788,-267.25
350.156,-332.25
350.523,-479.25
350.891,-486.25
351.258,-498.25
351.626,-501.25
351.993,-401.25
0.352,-543.25
352.728,-367.25
353.095,-360.25
353.462,-410.25
0.354,-505.25
354.197,-376.25
354.564,-133.25
354.931,-377.25
355.298,-211.25
355.665,577.75
356.032,-551.25
356.399,-159.25
356.766,-392.25
357.133,-465.25
0.358,-483.25
357.867,210.75
358.234,-331.25
0.359,-324.25
358.967,-397.25
359.334,-411.25
359.701,-201.25
360.067,-504.25
360.434,-221.25
360.801,-254.25
361.167,-303.25
361.534,-528.25
0.362,-486.25
362.267,-402.25
362.633,-378.25
362.999,-618.25
363.366,-360.25
363.732,-340.25
364.098,-416.25
364.465,-340.25
364.831,-396.25
365.197,-240.25
365.563,-158.25
365.929,-292.25
366.295,-433.25
366.661,-415.25
367.027,-274.25
367.393,-438.25
367.759,-513.25
368.125,282.75
368.491,-268.25
368.857,-480.25
369.223,-219.25
369.589,-275.25
369.954,-316.25
0.370,-62.25
370.686,-495.25
371.051,-312.25
371.417,-442.25
371.782,-443.25
372.148,-472.25
372.513,-336.25
372.879,-347.25
373.244,-370.25
0.374,-305.25
373.975,-589.25
374.341,-430.25
374.706,-244.25
375.071,-554.25
375.436,-278.25
375.802,-403.25
376.167,-416.25
376.532,-313.25
376.897,-365.25
377.262,-405.25
377.627,-244.25
377.992,-188.25
378.357,-331.25
378.722,-578.25
379.087,-547.25
379.452,-410.25
379.816,-355.25
380.181,-564.25
380.546,-398.25
380.911,-385.25
381.275,-208.25
0.382,-544.25
382.005,-238.25
382.369,-474.25
382.734,-118.25
383.098,-300.25
383.463,-111.25
383.827,-306.25
384.192,-361.25
384.556,-507.25
0.385,-496.25
385.285,-434.25
385.649,-261.25
386.013,-429.25
386.377,-225.25
386.742,-388.25
387.106,-341.25
0.387,-349.25
387.834,-467.25
388.198,-272.25
388.562,-509.25
388.926,-344.25
0.389,-324.25
389.654,-466.25
390.018,-428.25
390.381,-401.25
390.745,-428.25
391.109,-495.25
391.473,-370.25
391.836,-492.25
0.392,-89.25
392.564,-349.25
392.927,-175.25
393.291,-496.25
393.654,-465.25
394.018,-220.25
394.381,-314.25
394.745,-455.25
395.108,-359.25
395.471,-364.25
395.835,-179.25
396.198,-414.25
396.561,42.75
396.924,-347.25
397.287,-493.25
397.651,-392.25
398.014,16.75
398.377,-281.25
0.399,-381.25
399.103,-197.25
399.466,1397.75
399.829,-332.25
400.191,-202.25
400.554,-217.25
400.917,-155.25
0.401,639.75
401.643,-244.25
402.005,-529.25
402.368,-438.25
402.731,-279.25
403.093,-269.25
403.456,-176.25
403.818,-382.25
404.181,-556.25
404.543,-198.25
404.906,-26.25
405.268,-399.25
405.631,-427.25
405.993,-218.25
406.355,-258.25
406.718,-318.25
0.407,-388.25
407.442,-397.25
407.804,-328.25
408.166,-86.25
408.528,-115.25
0.409,662.75
409.252,-178.25
409.614,-414.25
409.976,-386.25
410.338,-284.25
0.411,-349.25
411.062,-291.25
411.424,-263.25
411.785,-497.25
412.147,-576.25
412.509,788.75
412.871,-60.25
413.232,-280.25
413.594,-430.25
413.955,-202.25
414.317,-422.25
414.678,-148.25
0.415,-402.25
415.401,-281.25
415.763,-401.25
416.124,-125.25
416.485,-85.25
416.847,-327.25
417.208,7.75
417.569,-323.25
0.418,-348.25
418.291,-308.25
418.652,-283.25
419.013,-104.25
419.374,-281.25
419.735,591.75
420.096,-154.25
420.457,-323.25
420.818,-253.25
421.179,-337.25
0.422,-387.25
421.901,-496.25
422.261,-150.25
422.622,-279.25
422.983,-397.25
423.343,-50.25
423.704,-336.25
424.065,-214.25
424.425,-213.25
424.786,-239.25
425.146,-283.25
425.506,-460.25
425.867,-252.25
426.227,-337.25
426.588,-219.25
426.948,-59.25
427.308,-155.25
427.668,-67.25
428.028,-140.25
428.389,-272.25
428.749,-244.25
429.109,-172.25
429.469,-66.25
429.829,529.75
430.189,12.75
430.549,-256.25
430.909,-261.25
431.268,-203.25
431.628,-123.25
431.988,-54.25
432.348,-46.25
432.707,226.75
433.067,-28.25
433.427,-48.25
433.786,49.75
434.146,108.75
434.506,266.75
434.865,-74.25
435.224,78.75
435.584,240.75
435.943,311.75
436.303,334.75
436.662,37.75
437.021,493.75
0.437,552.75
0.438,426.75
438.099,333.75
438.458,322.75
438.817,485.75
439.176,541.75
439.535,642.75
439.894,1039.75
440.253,601.75
440.612,775.75
440.971,914.75
0.441,1140.75
441.689,921.75
442.047,1022.75
442.406,1350.75
442.765,1194.75
443.124,1474.75
443.482,1370.75
443.841,1455.75
444.199,1898.75
444.558,1842.75
444.916,2369.75
445.275,2126.75
445.633,2179.75
445.992,2427.75
0.446,2621.75
446.708,2454.75
447.066,2833.75
447.425,2818.75
447.783,3185.75
448.141,3376.75
448.499,3673.75
448.857,4003.75
449.215,4156.75
449.573,4467.75
449.931,5086.75
450.289,5476.75
450.647,5879.75
451.005,5644.75
451.363,6295.75
451.721,6662.75
452.078,6975.75
452.436,7382.75
452.794,8735.75
453.152,8494.75
453.509,9377.75
453.867,9548.75
454.224,10846.75
454.582,10843.75
454.939,11725.75
455.297,12666.75
455.654,14157.75
456.011,14878.75
456.369,15547.75
456.726,16548.75
457.083,17714.75
457.441,18953.75
457.798,19657.75
458.155,22313.75
458.512,22750.75
458.869,24983.75
459.226,26129.75
459.583,28313.75
0.460,29620.75
460.297,31076.75
460.654,32498.75
461.011,35175.75
461.368,38415.75
461.724,38603.75
462.081,39178.75
462.438,40739.75
462.794,43871.75
463.151,45807.75
463.508,47962.75
463.864,52040.75
464.221,54212.75
464.577,52723.75
464.934,57200.75
0.465,57688.75
465.646,57866.75
466.003,60822.75
466.359,60150.75
466.715,62169.75
467.072,60753.75
467.428,61797.75
467.784,63002.75
0.468,63002.75
468.496,63002.75
468.852,62793.75
469.208,61302.75
469.564,63002.75
0.470,62377.75
470.276,61525.75
470.632,59769.75
470.988,61057.75
471.343,58760.75
471.699,57350.75
472.055,57585.75
472.411,56213.75
472.766,54086.75
473.122,52936.75
473.477,52042.75
473.833,49746.75
474.188,48309.75
474.544,47426.75
474.899,45512.75
475.255,43827.75
0.476,42592.75
475.965,41099.75
476.321,39376.75
476.676,39103.75
477.031,36526.75
477.386,37177.75
477.741,35539.75
478.096,33519.75
478.451,33687.75
478.806,32977.75
479.161,33489.75
479.516,31630.75
479.871,30629.75
480.226,30296.75
480.581,29411.75
480.936,27990.75
0.481,28300.75
481.645,27479.75
0.482,28107.75
482.354,27105.75
482.709,26100.75
483.064,25542.75
483.418,24829.75
483.773,24293.75
484.127,23556.75
484.482,23172.75
484.836,22933.75
0.485,22569.75
485.545,22376.75
485.899,21406.75
486.253,20795.75
486.607,20859.75
486.961,19859.75
487.315,20825.75
0.488,18071.75
488.024,18319.75
488.378,17255.75
488.732,16502.75
489.086,16443.75
489.439,16127.75
489.793,15093.75
490.147,15141.75
490.501,14509.75
490.855,13876.75
491.208,12992.75
491.562,12639.75
491.916,12281.75
492.269,11263.75
492.623,11074.75
492.976,10367.75
0.493,10023.75
493.683,9736.75
494.037,9425.75
0.494,9298.75
494.743,8881.75
495.097,8463.75
0.495,7830.75
495.803,7674.75
496.156,7323.75
496.509,6858.75
496.862,6654.75
497.215,6289.75
497.569,6332.75
497.922,5897.75
498.274,5564.75
498.627,5573.75
0.499,5420.75
499.333,4967.75
499.686,5038.75
500.039,4808.75
500.391,4586.75
500.744,4534.75
501.097,4276.75
501.449,4204.75
501.802,3832.75
502.154,3766.75
502.507,3536.75
502.859,3502.75
503.212,3719.75
503.564,4013.75
503.917,2998.75
504.269,2856.75
504.621,2997.75
504.973,3093.75
505.326,2531.75
505.678,2449.75
0.506,2829.75
506.382,2197.75
506.734,2323.75
507.086,2196.75
507.438,1978.75
0.508,2041.75
508.142,1898.75
508.494,1699.75
508.845,1719.75
509.197,1530.75
509.549,1623.75
509.901,2312.75
510.252,1395.75
510.604,1203.75
510.956,1578.75
511.307,1114.75
511.659,1245.75
0.512,980.75
512.361,1099.75
512.713,1244.75
513.064,976.75
513.416,961.75
513.767,699.75
514.118,625.75
514.469,897.75
0.515,738.75
515.172,628.75
515.523,656.75
515.874,1126.75
516.225,638.75
516.576,820.75
516.927,674.75
517.278,548.75
517.628,617.75
517.979,569.75
0.518,456.75
518.681,417.75
519.031,247.75
519.382,677.75
519.733,143.75
520.083,258.75
520.434,348.75
520.784,295.75
521.135,376.75
521.485,239.75
521.836,312.75
522.186,201.75
522.536,264.75
522.887,182.75
523.237,264.75
523.587,241.75
523.937,83.75
524.287,282.75
524.638,162.75
524.988,253.75
525.338,77.75
525.688,-16.25
526.038,95.75
526.387,-7.25
526.737,100.75
527.087,248.75
527.437,71.75
527.787,120.75
528.136,134.75
528.486,145.75
528.836,-2.25
529.185,-115.25
529.535,-17.25
529.884,296.75
530.234,-70.25
530.583,167.75
530.933,-51.25
531.282,-167.25
531.631,-19.25
531.981,209.75
0.532,-168.25
532.679,-157.25
533.028,422.75
533.377,295.75
533.726,-258.25
534.076,-1.25
534.425,-166.25
534.774,-216.25
535.122,-189.25
535.471,-177.25
0.536,-151.25
536.169,38.75
536.518,0.75
536.867,248.75
537.215,-59.25
537.564,-198.25
537.913,-111.25
538.261,-21.25
0.539,-159.25
538.958,-67.25
539.307,-258.25
539.655,-268.25
540.003,-25.25
540.352,-431.25
0.541,-288.25
541.048,-120.25
541.397,-341.25
541.745,-197.25
542.093,55.75
542.441,-380.25
542.789,-142.25
543.137,-146.25
543.485,12.75
543.833,-134.25
544.181,-298.25
544.529,-3.25
544.877,-484.25
545.225,-222.25
545.572,-330.25
0.546,-303.25
546.268,-406.25
546.615,-200.25
546.963,-229.25
547.311,-155.25
547.658,-296.25
548.006,-302.25
548.353,-203.25
548.701,-127.25
549.048,-201.25
549.395,-134.25
549.743,-349.25
0.550,-140.25
550.437,-422.25
550.784,-299.25
551.131,-163.25
551.478,168.75
551.825,-340.25
552.173,-123.25
552.519,-149.25
552.866,-291.25
553.213,-107.25
0.554,-349.25
553.907,-109.25
554.254,-154.25
554.601,68.75
554.947,-351.25
555.294,-419.25
555.641,-301.25
555.987,-228.25
556.334,-195.25
0.557,-261.25
557.027,-236.25
557.373,-147.25
557.719,32.75
558.066,-146.25
558.412,-363.25
558.758,-465.25
559.105,-250.25
559.451,-342.25
559.797,-146.25
560.143,-401.25
560.489,-146.25
560.835,-313.25
561.181,-266.25
561.527,220.75
561.873,-233.25
562.219,-454.25
562.565,-483.25
562.911,-291.25
563.256,-390.25
563.602,-229.25
563.948,-205.25
564.293,-252.25
564.639,-233.25
564.985,-418.25
0.565,-451.25
565.676,-345.25
566.021,-370.25
566.366,-200.25
566.712,-377.25
567.057,-494.25
567.402,-404.25
567.748,-191.25
568.093,-43.25
568.438,-220.25
568.783,-185.25
569.128,560.75
569.473,-183.25
569.818,-335.25
570.163,-123.25
570.508,-126.25
570.853,-321.25
571.198,-279.25
571.543,-431.25
571.887,-65.25
572.232,-274.25
572.577,-319.25
572.921,-330.25
573.266,-212.25
573.611,686.75
573.955,-300.25
0.574,-298.25
574.644,-206.25
574.988,-192.25
575.333,-263.25
575.677,-469.25
576.021,-321.25
576.366,-289.25
0.577,-228.25
577.054,-67.25
577.398,-564.25
577.742,-276.25
578.086,-394.25
0.578,-165.25
578.774,-350.25
579.118,-327.25
579.462,-478.25
579.806,-307.25
0.580,-183.25
580.493,-290.25
580.837,-247.25
581.181,-342.25
581.524,-353.25
581.868,-385.25
582.212,-488.25
582.555,-227.25
582.899,-208.25
583.242,-284.25
583.585,1126.75
583.929,-337.25
584.272,-46.25
584.615,923.75
584.959,-309.25
585.302,-332.25
585.645,-398.25
585.988,-279.25
586.331,-293.25
586.674,18.75
587.017,476.75
0.587,-314.25
587.703,-270.25
588.046,-404.25
588.389,-136.25
588.732,-152.25
589.074,-363.25
589.417,-476.25
0.590,-247.25
590.102,-496.25
590.445,-237.25
590.788,-211.25
0.591,-255.25
591.473,-35.25
591.815,-545.25
592.157,-80.25
0.593,-242.25
592.842,-383.25
593.184,-484.25
593.526,-333.25
593.869,-111.25
594.211,-302.25
594.553,-217.25
594.895,-278.25
595.237,-224.25
595.579,-472.25
595.921,-230.25
596.263,-197.25
596.605,-261.25
596.947,167.75
597.288,-168.25
0.598,452.75
597.972,-165.25
598.313,-323.25
598.655,-390.25
598.997,-146.25
599.338,-298.25
0.600,-392.25
600.021,-485.25
600.362,-197.25
600.704,-241.25
601.045,-280.25
601.386,-368.25
601.728,-331.25
602.069,-231.25
0.602,-298.25
602.751,-294.25
603.092,-254.25
603.433,993.75
603.774,-410.25
604.115,-450.25
604.456,-343.25
604.797,-438.25
605.138,-385.25
605.479,-290.25
0.606,-342.25
0.606,-194.25
606.501,-113.25
606.842,-136.25
607.182,-347.25
607.523,-357.25
607.863,-151.25
608.204,-181.25
608.544,-117.25
608.885,-176.25
609.225,-117.25
609.565,-205.25
609.905,-317.25
610.246,-313.25
610.586,-523.25
610.926,-266.25
611.266,-424.25
611.606,-221.25
611.946,-315.25
612.286,-210.25
612.626,-449.25
612.966,18.75
613.306,-207.25
613.646,-385.25
613.985,-241.25
614.325,-267.25
614.665,22.75
615.005,-216.25
615.344,-261.25
615.684,652.75
616.023,-131.25
616.363,-272.25
616.702,-286.25
617.042,-195.25
617.381,-125.25
0.618,-143.25
0.618,-221.25
618.399,-169.25
618.738,-395.25
619.077,70.75
619.416,-328.25
619.755,-213.25
620.094,-476.25
620.433,-211.25
620.772,-273.25
621.111,-464.25
0.621,-204.25
621.789,-70.25
622.128,-116.25
622.466,-410.25
622.805,-594.25
623.144,-303.25
623.482,-188.25
623.821,-109.25
624.159,465.75
624.498,-216.25
624.836,-335.25
625.175,-188.25
625.513,-223.25
625.851,709.75
0.626,-157.25
626.528,-229.25
626.866,-424.25
627.204,-175.25
627.542,-336.25
627.881,-73.25
628.219,-310.25
628.557,-188.25
628.895,-489.25
629.232,-124.25
0.630,-17.25
629.908,-199.25
630.246,-183.25
630.584,-324.25
630.921,-188.25
631.259,-330.25
631.597,629.75
631.934,-164.25
632.272,-236.25
632.609,-244.25
632.947,-320.25
633.284,-115.25
633.621,-396.25
633.959,-174.25
634.296,-297.25
634.633,-121.25
634.971,-77.25
635.308,-292.25
635.645,-232.25
635.982,-459.25
636.319,-131.25
636.656,-314.25
636.993,-299.25
0.637,-347.25
637.667,-266.25
638.003,-374.25
0.638,-339.25
638.677,-140.25
639.014,-228.25
0.639,-329.25
639.687,-210.25
640.023,-15.25
0.640,-113.25
640.696,-194.25
641.033,-228.25
641.369,-175.25
641.706,-217.25
642.042,-334.25
642.378,-217.25
642.715,-313.25
643.051,-203.25
643.387,-188.25
643.723,-309.25
644.059,147.75
644.395,-371.25
644.731,-416.25
645.067,-347.25
645.403,-180.25
645.739,-139.25
646.075,-466.25
0.646,-209.25
646.746,-297.25
647.082,2065.75
647.417,672.75
647.753,-194.25
648.089,-154.25
648.424,-178.25
0.649,-383.25
649.095,-111.25
0.649,-108.25
649.766,36.75
650.101,-295.25
650.436,-482.25
650.771,-154.25
651.107,-97.25
651.442,-301.25
651.777,-352.25
652.112,-365.25
652.447,-234.25
652.782,-173.25
653.117,-102.25
653.452,38.75
653.787,-101.25
654.121,662.75
654.456,-108.25
654.791,-168.25
655.125,-225.25
0.655,-237.25
655.795,-403.25
656.129,-252.25
656.464,-143.25
656.798,-377.25
657.133,102.75
657.467,-443.25
657.801,-367.25
658.136,-233.25
0.658,-329.25
658.804,-342.25
659.138,-356.25
659.472,-367.25
659.806,-130.25
0.660,-366.25
660.474,-144.25
660.808,-229.25
661.142,-190.25
661.476,-461.25
0.662,-205.25
662.144,-320.25
662.477,-48.25
662.811,-199.25
663.145,-206.25
663.478,-194.25
663.812,-398.25
664.145,-307.25
664.479,-241.25
664.812,-359.25
665.146,-240.25
665.479,-201.25
665.812,-205.25
666.146,-325.25
666.479,-445.25
666.812,-436.25
667.145,-411.25
667.478,-266.25
667.811,-182.25
668.144,-360.25
668.477,-288.25
0.669,-474.25
669.143,-121.25
669.476,-302.25
669.809,-373.25
670.141,-219.25
670.474,-367.25
670.807,-329.25
671.139,-329.25
671.472,-75.25
671.804,-450.25
672.137,534.75
672.469,682.75
672.802,-147.25
673.134,-260.25
673.467,-64.25
673.799,-278.25
674.131,-251.25
674.463,-99.25
674.795,-387.25
675.127,-168.25
675.459,-245.25
675.792,-184.25
676.123,-271.25
676.455,-236.25
676.787,-343.25
677.119,-134.25
677.451,-426.25
677.783,-105.25
678.114,-76.25
678.446,-383.25
678.778,-260.25
679.109,762.75
679.441,-463.25
679.772,-199.25
680.104,-147.25
680.435,-344.25
680.767,-183.25
681.098,-244.25
681.429,-78.25
0.682,-372.25
682.092,-249.25
682.423,-124.25
682.754,-76.25
683.085,-358.25
683.416,-415.25
683.747,-260.25
684.078,-122.25
684.409,-179.25
0.685,-343.25
0.685,-105.25
685.401,-301.25
685.732,-271.25
686.063,-81.25
686.393,-114.25
686.724,-416.25
687.054,-163.25
687.385,-311.25
687.715,-157.25
688.046,-237.25
688.376,21.75
688.706,-229.25
689.037,-391.25
689.367,-301.25
689.697,-450.25
690.027,-378.25
690.357,-55.25
690.687,-70.25
691.017,-349.25
691.347,-155.25
691.677,-131.25
692.007,-192.25
692.337,-257.25
692.667,-189.25
692.997,-284.25
693.326,-370.25
693.656,-369.25
693.986,-227.25
694.315,-66.25
694.645,103.75
694.974,-300.25
695.304,-223.25
695.633,-324.25
695.962,-274.25
696.292,-136.25
696.621,-446.25
0.697,-117.25
697.279,-254.25
697.609,-198.25
697.938,-42.25
698.267,6.75
698.596,-390.25
698.925,-134.25
699.254,-284.25
699.583,-292.25
699.911,-335.25
0.700,-387.25
700.569,-172.25
700.898,-391.25
701.226,46.75
701.555,-450.25
701.883,-481.25
702.212,-263.25
0.703,-218.25
702.869,-239.25
703.197,-221.25
703.526,-307.25
703.854,-185.25
704.182,-184.25
0.705,-24.25
704.839,-443.25
705.167,-72.25
705.495,-209.25
705.823,-207.25
706.151,9.75
706.479,-412.25
706.807,-315.25
707.135,-403.25
707.462,52.75
0.708,-67.25
708.118,-174.25
708.446,-325.25
708.773,-347.25
709.101,148.75
709.429,-105.25
709.756,-231.25
710.084,-314.25
710.411,-274.25
710.738,-94.25
711.066,-229.25
711.393,-148.25
0.712,-254.25
712.047,-180.25
712.375,127.75
712.702,-125.25
713.029,-390.25
713.356,316.75
713.683,-189.25
0.714,-196.25
714.337,-312.25
714.663,-265.25
0.715,-492.25
715.317,-283.25
715.644,-221.25
0.716,-496.25
716.297,-89.25
716.624,-134.25
0.717,-201.25
717.277,-389.25
717.603,-153.25
0.718,-129.25
718.256,-230.25
718.582,-213.25
718.908,-58.25
719.235,-67.25
719.561,-318.25
719.887,-354.25
720.213,-485.25
720.539,-67.25
720.865,-340.25
721.191,-389.25
721.517,-295.25
721.843,-240.25
722.169,-194.25
722.495,-343.25
0.723,55.75
723.146,-178.25
723.472,56.75
723.797,-308.25
724.123,-237.25
724.448,-90.25
724.774,-288.25
725.099,429.75
725.425,-2.25
0.726,-177.25
726.075,-20.25
0.726,-230.25
726.726,-241.25
727.051,-250.25
727.376,-208.25
727.701,-131.25
728.026,-239.25
728.351,-250.25
728.676,-134.25
729.001,902.75
729.326,-200.25
729.651,-232.25
729.975,-224.25
0.730,-317.25
730.625,-356.25
730.949,-330.25
731.274,-362.25
731.598,212.75
731.923,-262.25
732.247,-169.25
732.572,-167.25
732.896,-88.25
0.733,-108.25
733.545,-303.25
733.869,-59.25
734.193,-90.25
734.517,-375.25
734.841,-222.25
735.165,4.75
735.489,16.75
735.813,-510.25
736.137,-232.25
736.461,-192.25
