lambda (nm),counts
735.165,18.25
735.489,40.25
735.813,-397.75
736.137,-255.75
736.461,-198.75
736.785,-63.75
737.108,-17.75
737.432,-231.75
737.756,-268.75
0.738,-275.75
738.403,-375.75
738.727,-213.75
0.739,-26.75
739.374,-535.75
739.697,-376.75
0.740,-196.75
740.344,-148.75
740.667,41.25
0.741,-264.75
741.313,-189.75
741.636,-290.75
0.742,-228.75
742.283,-196.75
742.606,-533.75
742.929,-304.75
743.251,-48.75
743.574,-195.75
743.897,-162.75
0.744,-331.75
744.543,-232.75
744.865,-176.75
745.188,-260.75
745.511,-498.75
745.833,82.25
746.156,-121.75
746.478,200.25
0.747,-82.75
747.123,-238.75
747.445,538.25
747.767,-219.75
0.748,-149.75
748.412,-260.75
748.734,-175.75
749.056,-207.75
749.378,-145.75
0.750,-201.75
750.022,-123.75
750.344,-204.75
750.666,-200.75
750.988,-163.75
751.309,-235.75
751.631,-165.75
751.953,-333.75
752.274,-369.75
752.596,349.25
752.918,-249.75
753.239,30.25
0.754,-230.75
753.882,-196.75
754.203,-202.75
754.525,-143.75
754.846,-341.75
755.167,-264.75
755.488,-188.75
755.809,-254.75
0.756,-127.75
756.451,-246.75
756.772,-199.75
757.093,-260.75
757.414,-164.75
757.735,-337.75
758.056,-381.75
758.377,-43.75
758.697,-231.75
759.018,-33.75
759.339,-326.75
759.659,-162.75
0.760,-246.75
0.760,-267.75
760.621,-219.75
760.941,-270.75
761.262,-223.75
761.582,-292.75
761.902,-195.75
762.222,-234.75
762.543,-295.75
762.863,-352.75
763.183,-206.75
763.503,-155.75
763.823,-544.75
764.143,-319.75
764.463,-215.75
764.782,-67.75
765.102,-163.75
765.422,-159.75
765.742,-118.75
766.061,165.25
766.381,-259.75
766.701,-308.75
0.767,-296.75
0.767,-179.75
767.659,-220.75
767.978,-479.75
768.298,167.25
768.617,-266.75
768.936,-236.75
769.255,-107.75
769.575,-322.75
769.894,-211.75
770.213,-232.75
770.532,-289.75
770.851,-172.75
0.771,-195.75
771.489,-353.75
771.807,-147.75
772.126,-342.75
772.445,-128.75
772.764,-72.75
773.082,-166.75
773.401,-186.75
773.719,-61.75
774.038,-372.75
774.356,-272.75
774.675,-320.75
774.993,-0.75
775.312,-170.75
0.776,-55.75
775.948,-59.75
776.266,225.25
776.584,-315.75
776.902,-377.75
777.221,-190.75
777.539,-253.75
777.856,-214.75
778.174,-159.75
778.492,-322.75
0.779,-183.75
779.128,79.25
779.446,-313.75
779.763,-342.75
780.081,-354.75
780.398,-342.75
780.716,-301.75
781.033,-284.75
781.351,-275.75
781.668,-270.75
781.986,23.25
782.303,-255.75
0.783,-160.75
782.937,-325.75
783.255,-308.75
783.572,-210.75
783.889,-246.75
784.206,-134.75
784.523,-285.75
0.785,-164.75
785.157,-418.75
785.473,-237.75
0.786,-286.75
786.107,-348.75
786.424,-77.75
0.787,-267.75
787.057,-332.75
787.373,-240.75
0.788,-46.75
788.006,57.25
788.323,297.25
788.639,1226.25
788.956,-323.75
789.272,-286.75
789.588,-189.75
789.904,-53.75
0.790,-50.75
790.536,-68.75
790.852,299.25
791.168,-214.75
791.484,-290.75
0.792,-146.75
792.116,-281.75
792.432,-352.75
792.748,-46.75
793.063,-142.75
793.379,-318.75
793.695,-119.75
0.794,-324.75
794.326,61.25
794.641,-352.75
794.957,-62.75
795.272,-41.75
795.587,-264.75
795.903,-138.75
796.218,-410.75
796.533,-109.75
796.848,15.25
797.163,-233.75
797.479,-196.75
797.794,-123.75
798.108,-240.75
798.423,-76.75
798.738,-263.75
799.053,47.25
799.368,-337.75
799.683,-383.75
799.997,-244.75
800.312,-229.75
800.626,-269.75
800.941,73.25
801.255,-119.75
0.802,-64.75
801.884,-297.75
802.199,-188.75
802.513,459.25
802.827,-269.75
803.141,-258.75
803.456,-261.75
0.804,-176.75
804.084,-360.75
804.398,-89.75
804.712,-158.75
805.026,-323.75
0.805,-250.75
805.653,-25.75
805.967,-308.75
806.281,-54.75
806.595,-114.75
806.908,0.25
807.222,-385.75
807.535,-112.75
807.849,-62.75
808.162,-114.75
808.476,-274.75
808.789,28.25
809.102,-183.75
809.416,-327.75
809.729,132.25
810.042,479.25
810.355,-175.75
810.668,-106.75
810.981,-142.75
811.294,-218.75
811.607,-151.75
0.812,-114.75
812.233,-74.75
812.546,-93.75
812.858,-381.75
813.171,-35.75
813.484,-293.75
813.796,-208.75
814.109,-53.75
814.421,-279.75
814.734,-58.75
815.046,-200.75
815.358,28.25
815.671,-208.75
815.983,-279.75
816.295,-208.75
816.607,-177.75
0.817,-7.75
817.232,-103.75
817.544,118.25
817.856,-277.75
818.168,-160.75
818.479,-159.75
818.791,-57.75
819.103,-112.75
819.415,-167.75
819.726,-264.75
820.038,-305.75
0.820,-291.75
820.661,-284.75
820.973,-341.75
821.284,-218.75
821.596,-115.75
821.907,1889.25
822.218,9.25
822.529,-192.75
822.841,-290.75
823.152,-411.75
823.463,-56.75
823.774,-88.75
824.085,-72.75
824.396,119.25
824.707,-124.75
825.018,-46.75
825.329,-213.75
825.639,-24.75
0.826,-68.75
826.261,-35.75
826.571,902.25
826.882,-448.75
827.193,-264.75
827.503,1260.25
827.813,-326.75
828.124,-1.75
828.434,-264.75
828.744,174.25
829.055,-51.75
829.365,69.25
829.675,-221.75
829.985,-130.75
830.295,-178.75
830.605,-132.75
830.915,-136.75
831.225,-128.75
831.535,-328.75
831.845,-184.75
832.155,-207.75
832.464,-30.75
832.774,-229.75
833.084,-292.75
833.393,-255.75
833.703,68.25
834.012,-306.75
834.322,-345.75
834.631,-164.75
0.835,-257.75
0.835,139.25
835.559,-70.75
835.868,169.25
836.177,-229.75
836.486,119.25
836.795,56.25
837.104,-187.75
837.413,-57.75
837.722,-177.75
838.031,109.25
0.838,-162.75
838.648,-102.75
838.957,8.25
839.266,-167.75
839.574,39.25
839.883,-149.75
840.191,-134.75
0.841,-249.75
840.808,-260.75
841.117,-19.75
841.425,-364.75
841.733,-56.75
842.041,6.25
0.842,-191.75
842.658,45.25
842.966,-181.75
843.274,-47.75
843.582,-118.75
0.844,-494.75
844.198,-178.75
844.505,213.25
844.813,9.25
845.121,-73.75
845.429,-174.75
845.736,-407.75
846.044,3.25
846.351,-115.75
846.659,-221.75
846.966,-123.75
847.274,-129.75
847.581,-218.75
847.888,-112.75
848.196,1.25
848.503,-250.75
0.849,-260.75
849.117,-222.75
849.424,-175.75
849.731,-122.75
850.038,739.25
850.345,-145.75
850.652,-175.75
850.959,-104.75
851.265,132.25
851.572,-30.75
851.879,-358.75
852.185,-178.75
852.492,-271.75
852.798,63.25
853.105,-344.75
853.411,-185.75
853.718,-147.75
854.024,6.25
0.854,-156.75
854.636,-194.75
854.943,-270.75
855.249,-64.75
855.555,-188.75
855.861,-88.75
856.167,-225.75
856.473,29.25
856.779,-82.75
857.084,-86.75
0.857,131.25
857.696,-47.75
858.002,39.25
858.307,-317.75
858.613,-111.75
858.918,-67.75
859.224,-145.75
859.529,-75.75
859.835,-138.75
0.860,226.25
860.445,-18.75
0.861,0.25
861.056,-75.75
861.361,-89.75
861.666,-272.75
861.971,-208.75
862.276,-67.75
862.581,92.25
862.886,-171.75
0.863,99.25
863.495,-253.75
0.864,-28.75
864.105,-57.75
864.409,-76.75
864.714,-178.75
865.018,-100.75
865.323,-227.75
865.627,-302.75
865.932,-128.75
866.236,99.25
0.867,-150.75
866.845,-118.75
867.149,-73.75
867.453,0.25
867.757,-315.75
868.061,-124.75
868.365,-314.75
868.669,-296.75
868.973,-172.75
869.277,-212.75
869.581,98.25
869.884,-233.75
870.188,-47.75
870.492,138.25
870.795,-127.75
871.099,-50.75
871.402,-397.75
871.706,-4.75
872.009,35.25
872.313,-114.75
872.616,-158.75
872.919,-147.75
873.222,-313.75
873.526,-143.75
873.829,-47.75
874.132,-18.75
874.435,-126.75
874.738,-234.75
875.041,-116.75
875.344,-179.75
875.646,-70.75
875.949,-72.75
876.252,-260.75
876.554,-100.75
876.857,-310.75
0.877,177.25
877.462,-59.75
877.765,99.25
878.067,-263.75
878.369,32.25
878.672,4.25
878.974,-12.75
879.276,-172.75
879.578,-166.75
0.880,5.25
880.182,-268.75
880.484,-183.75
880.786,-30.75
881.088,-108.75
0.881,-46.75
881.692,15.25
881.994,-60.75
882.296,-91.75
882.597,-234.75
882.899,-153.75
0.883,-133.75
883.502,-56.75
883.803,-166.75
884.105,760.25
884.406,-157.75
884.707,-46.75
885.009,-277.75
0.885,-297.75
885.611,-99.75
885.912,-100.75
886.213,-32.75
886.514,-273.75
886.815,925.25
887.116,17.25
887.417,-127.75
887.718,178.25
888.019,30.25
888.319,-10.75
0.889,-27.75
888.921,-259.75
889.221,-197.75
889.522,97.25
889.822,-319.75
890.122,-260.75
890.423,-202.75
890.723,-112.75
891.023,-245.75
891.324,-10.75
891.624,157.25
891.924,-148.75
892.224,-210.75
892.524,-88.75
892.824,-162.75
893.124,56.25
893.424,-88.75
893.723,-133.75
894.023,-175.75
894.323,-334.75
894.623,-131.75
894.922,-43.75
895.222,44.25
895.521,-294.75
895.821,-342.75
0.896,-263.75
896.419,-323.75
896.719,-117.75
897.018,-120.75
897.317,59.25
897.616,5.25
897.915,-44.75
898.215,-119.75
898.514,136.25
898.812,-145.75
899.111,317.25
0.899,-73.75
899.709,679.25
900.008,-135.75
900.306,-247.75
900.605,-146.75
900.904,-95.75
901.202,-284.75
901.501,-113.75
901.799,-136.75
902.098,-207.75
902.396,-159.75
902.694,86.25
902.992,-23.75
903.291,-97.75
903.589,-1.75
903.887,-227.75
904.185,155.25
904.483,60.25
